	0kb_BR_min_size		1kb_BR_min_size		2kb_BR_min_size		3kb_BR_min_size		4kb_BR_min_size		5kb_BR_min_size		6kb_BR_min_size		7kb_BR_min_size		8kb_BR_min_size		9kb_BR_min_size		10kb_BR_min_size		20kb_BR_min_size		50kb_BR_min_size		100kb_BR_min_size		TOTAL	
chr8:21,250,000-22,250,000	271	21048	1	4775	1	4775	1	4775	1	4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	40,148
chr8:22,250,000-23,250,000	376	17994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	17,994
chr8:23,250,000-24,250,000	297	28965	4	9498	2	6610	1	3989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	49,062
chr8:24,250,000-25,250,000	299	38719	7	17279	5	14640	2	7777	1	4283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	82,698
chr8:25,250,000-26,250,000	300	30543	4	11167	2	8391	1	5970	1	5970	1	5970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	68,011
chr8:26,250,000-27,250,000	230	35057	7	18816	2	11803	2	11803	2	11803	2	11803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	101,085
chr8:27,250,000-28,250,000	202	18114	2	4343	1	3155	1	3155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	28,767
chr8:28,250,000-29,250,000	272	22696	5	11360	2	6467	1	4313	1	4313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	49,149
chr8:29,250,000-30,250,000	341	30417	3	5109	1	2138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	37,664
chr8:30,250,000-31,250,000	353	41049	3	17157	1	14166	1	14166	1	14166	1	14166	1	14166	1	14166	1	14166	1	14166	1	14166	0	0	0	0	0	0	365	185,700
chr8:31,250,000-32,250,000	271	42496	8	15096	3	7618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	65,210
chr8:32,250,000-33,250,000	223	16521	2	4590	1	3342	1	3342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	27,795
chr8:33,250,000-34,250,000	358	45919	10	14782	1	2893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	63,594
chr8:34,250,000-35,250,000	289	32855	4	7291	1	3129	1	3129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	46,404
chr8:35,250,000-36,250,000	275	28947	5	10896	2	7149	1	5067	1	5067	1	5067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	62,193
chr8:36,250,000-37,250,000	259	37161	6	19311	4	16691	2	11549	2	11549	2	11549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	107,810
chr8:37,250,000-38,250,000	394	28788	4	8341	1	3234	1	3234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	43,597
chr8:38,250,000-39,250,000	345	25493	3	3751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	29,244
chr8:39,250,000-40,250,000	372	34640	3	4466	1	2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	41,445
chr8:40,250,000-41,250,000	303	40083	5	15208	2	11910	2	11910	2	11910	2	11910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	102,931
chr8:41,250,000-42,250,000	327	23380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	23,380
chr8:42,250,000-43,250,000	521	50660	5	18108	1	13300	1	13300	1	13300	1	13300	1	13300	1	13300	1	13300	1	13300	1	13300	1	13300	0	0	0	0	536	201,768
chr8:43,250,000-44,250,000	258	378675	12	345766	3	331351	2	328425	2	328425	2	328425	2	328425	2	328425	2	328425	2	328425	2	328425	2	328425	1	312247	1	312247	293	4,636,111
chr8:44,250,000-45,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr8:45,250,000-46,250,000	49	724429	1	720675	1	720675	1	720675	1	720675	1	720675	1	720675	1	720675	1	720675	1	720675	1	720675	1	720675	1	720675	1	720675	62	10,093,204
chr8:46,250,000-47,250,000	465	81690	15	34536	6	21951	3	14178	2	10856	2	10856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	174,067
chr8:47,250,000-48,250,000	519	54913	7	9672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	64,585
chr8:48,250,000-49,250,000	300	44612	4	12417	2	9798	2	9798	2	9798	1	5571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	91,994
chr8:49,250,000-50,250,000	327	41366	6	11212	3	6801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	59,379
chr8:50,250,000-51,250,000	328	38507	4	6322	1	2265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	47,094
chr8:51,250,000-52,250,000	329	36861	4	4797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	41,658
chr8:52,250,000-53,250,000	317	23565	1	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	24,667
chr8:53,250,000-54,250,000	406	54003	11	17815	1	2835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	74,653
chr8:54,250,000-55,250,000	254	34736	8	12686	2	4315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	51,737
chr8:55,250,000-56,250,000	399	42286	8	12350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	54,636
chr8:56,250,000-57,250,000	349	61691	8	25143	5	21649	2	14370	1	11200	1	11200	1	11200	1	11200	1	11200	1	11200	1	11200	0	0	0	0	0	0	371	201,253
chr8:57,250,000-58,250,000	255	28505	3	3927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	32,432
chr8:58,250,000-59,250,000	266	40356	6	16380	3	12072	2	9832	1	5957	1	5957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	90,554
chr8:59,250,000-60,250,000	297	44516	8	16422	3	10189	1	5933	1	5933	1	5933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	88,926
chr8:60,250,000-61,250,000	322	33453	4	10041	1	5964	1	5964	1	5964	1	5964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	67,350
chr8:61,250,000-62,250,000	252	40950	11	20957	3	9731	2	7446	1	4157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	83,241
chr8:62,250,000-63,250,000	319	39092	3	4835	1	2460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	46,387
chr8:63,250,000-64,250,000	239	44132	7	21887	3	16497	3	16497	3	16497	3	16497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	132,007
chr8:64,250,000-65,250,000	300	38443	4	10866	1	5309	1	5309	1	5309	1	5309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	70,545
chr8:65,250,000-66,250,000	319	32529	5	8356	1	2273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	43,158
chr8:66,250,000-67,250,000	365	30120	4	11387	2	8204	1	5924	1	5924	1	5924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	67,483
chr8:67,250,000-68,250,000	292	42476	3	13743	2	12307	1	9928	1	9928	1	9928	1	9928	1	9928	1	9928	1	9928	0	0	0	0	0	0	0	0	304	138,022
chr8:68,250,000-69,250,000	244	55050	15	30499	4	17262	3	14632	2	10703	2	10703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	138,849
chr8:69,250,000-70,250,000	354	42074	4	17189	4	17189	3	14418	2	11056	2	11056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	112,982
chr8:70,250,000-71,250,000	324	43229	6	13550	2	7696	1	5265	1	5265	1	5265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	80,270
chr8:71,250,000-72,250,000	309	48353	7	20632	4	16137	2	10715	2	10715	1	5738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	112,290
chr8:72,250,000-73,250,000	309	42944	7	17512	2	11580	2	11580	2	11580	2	11580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	106,776
chr8:73,250,000-74,250,000	358	25919	2	2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	28,174
chr8:74,250,000-75,250,000	265	50191	6	21308	4	18398	3	15668	3	15668	2	10815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	132,048
chr8:75,250,000-76,250,000	264	44100	7	22809	5	20755	3	15623	3	15623	2	11288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	130,198
chr8:76,250,000-77,250,000	259	39332	6	16510	4	14207	2	9838	2	9838	1	5179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	94,904
chr8:77,250,000-78,250,000	271	31983	6	10561	1	3167	1	3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	48,878
chr8:78,250,000-79,250,000	280	35294	8	12920	2	5194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	53,408
chr8:79,250,000-80,250,000	307	36147	8	12892	3	7254	1	3062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	59,355
chr8:80,250,000-81,250,000	311	32643	6	10133	1	2864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	45,640
chr8:81,250,000-82,250,000	285	44420	5	26334	4	24932	4	24932	4	24932	2	15989	1	10400	1	10400	1	10400	1	10400	1	10400	0	0	0	0	0	0	309	213,539
chr8:82,250,000-83,250,000	256	27884	7	8483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	36,367
chr8:83,250,000-84,250,000	353	45875	8	14286	3	8713	1	4384	1	4384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	77,642
chr8:84,250,000-85,250,000	314	60241	9	26467	5	21001	3	16360	3	16360	2	11424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	151,853
chr8:85,250,000-86,250,000	249	207280	3	189425	1	187200	1	187200	1	187200	1	187200	1	187200	1	187200	1	187200	1	187200	1	187200	1	187200	1	187200	1	187200	264	2,643,105
chr8:86,250,000-87,250,000	264	32760	4	14367	3	13078	2	11069	2	11069	2	11069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	93,412
chr8:87,250,000-88,250,000	284	64369	12	30080	5	20436	3	15542	3	15542	2	11536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	157,505
chr8:88,250,000-89,250,000	325	53710	10	22556	3	12633	2	10609	2	10609	1	5985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	116,102
chr8:89,250,000-90,250,000	314	59714	13	28976	5	17380	2	10237	2	10237	1	5893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	132,437
chr8:90,250,000-91,250,000	297	36229	6	11760	1	4884	1	4884	1	4884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	62,641
chr8:91,250,000-92,250,000	295	57871	11	32013	7	26459	3	15813	2	12002	2	12002	1	6056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	162,216
chr8:92,250,000-93,250,000	262	27335	3	9353	2	8283	1	5666	1	5666	1	5666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	61,969
chr8:93,250,000-94,250,000	323	39557	3	11881	3	11881	2	9780	1	5955	1	5955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	85,009
chr8:94,250,000-95,250,000	318	21233	2	3462	1	2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	26,878
chr8:95,250,000-96,250,000	309	55832	12	30373	4	19100	3	16938	3	16938	3	16938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	156,119
chr8:96,250,000-97,250,000	216	34399	8	16550	4	11251	1	4122	1	4122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	70,444
chr8:97,250,000-98,250,000	358	34938	2	10231	2	10231	2	10231	2	10231	1	5798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	81,660
chr8:98,250,000-99,250,000	346	66114	16	35129	6	21865	3	14559	2	11342	2	11342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	160,351
chr8:99,250,000-100,250,000	411	57532	10	18863	3	9234	1	4050	1	4050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	93,729
chr8:100,250,000-101,250,000	315	30752	2	4870	1	3029	1	3029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	41,680
chr8:101,250,000-102,250,000	270	46505	10	24841	5	18379	3	12496	1	5910	1	5910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	114,041
chr8:102,250,000-103,250,000	317	22382	2	5560	2	5560	1	3509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	37,011
chr8:103,250,000-104,250,000	279	39875	8	18232	5	13805	1	3370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	75,282
chr8:104,250,000-105,250,000	221	30815	5	13775	2	9029	2	9029	1	5986	1	5986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	74,620
chr8:105,250,000-106,250,000	293	38197	5	10838	1	4858	1	4858	1	4858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	63,609
chr8:106,250,000-107,250,000	259	25908	3	8684	1	5546	1	5546	1	5546	1	5546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	56,776
chr8:107,250,000-108,250,000	337	47080	7	13963	4	9941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	70,984
chr8:108,250,000-109,250,000	226	26798	5	9599	2	5101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	41,498
chr8:109,250,000-110,250,000	263	36210	8	13181	2	4646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	54,037
chr8:110,250,000-111,250,000	281	31244	2	6832	1	5383	1	5383	1	5383	1	5383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	59,608
chr8:111,250,000-112,250,000	296	27058	2	3742	1	2685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	33,485
chr8:112,250,000-113,250,000	184	21863	4	10285	1	5634	1	5634	1	5634	1	5634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	54,684
chr8:113,250,000-114,250,000	232	58742	16	37056	8	27165	4	17391	2	10324	1	5407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	156,085
chr8:114,250,000-115,250,000	262	41991	6	20946	3	16240	3	16240	3	16240	3	16240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	127,897
chr8:115,250,000-116,250,000	217	28301	3	7315	1	4235	1	4235	1	4235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	48,321
chr8:116,250,000-117,250,000	256	28423	5	7253	1	2763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	38,439
chr8:117,250,000-118,250,000	240	23352	2	2703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	26,055
chr8:118,250,000-119,250,000	242	43826	10	22429	4	14238	3	11933	1	5198	1	5198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	102,822
chr8:119,250,000-120,250,000	385	46954	12	20617	3	8478	1	3865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	79,914
chr8:120,250,000-121,250,000	238	40500	6	16079	2	10850	2	10850	2	10850	2	10850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	99,979
chr8:121,250,000-122,250,000	296	36100	7	17825	3	11364	2	8431	1	4777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	78,497
chr8:122,250,000-123,250,000	258	23464	4	6650	3	5542	1	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	35,975
chr8:123,250,000-124,250,000	257	21210	2	7215	1	6083	1	6083	1	6083	1	6083	1	6083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	58,840
chr8:124,250,000-125,250,000	285	22455	2	2573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	25,028
chr8:125,250,000-126,250,000	306	32766	4	14749	3	13668	3	13668	2	9951	1	5911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	90,713
chr8:126,250,000-127,250,000	306	44865	8	24978	5	20181	4	17873	2	11009	2	11009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	129,915
chr8:127,250,000-128,250,000	296	33043	5	10624	3	7883	1	3576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	55,126
chr8:128,250,000-129,250,000	265	64674	16	38987	8	28579	3	16062	3	16062	2	11945	1	6011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	182,320
chr8:129,250,000-130,250,000	276	26497	3	5069	1	2681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	34,247
chr8:130,250,000-131,250,000	218	25572	3	6012	2	4803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	36,387
chr8:131,250,000-132,250,000	293	56401	9	19024	3	11154	1	5885	1	5885	1	5885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	104,234
chr8:132,250,000-133,250,000	210	21344	3	4229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	25,573
chr8:133,250,000-134,250,000	252	33237	5	11802	1	5995	1	5995	1	5995	1	5995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	69,019
chr8:134,250,000-135,250,000	215	22811	5	7014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	29,825
chr8:135,250,000-136,250,000	230	46864	10	26048	3	16602	3	16602	3	16602	3	16602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	139,320
chr8:136,250,000-137,250,000	254	38413	6	15976	2	10511	2	10511	1	6897	1	6897	1	6897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	96,102
chr8:137,250,000-138,250,000	285	43945	7	18576	4	14437	2	10080	2	10080	1	5584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	102,702
chr8:138,250,000-139,250,000	253	30001	5	9097	2	4728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	43,826
chr8:139,250,000-140,250,000	197	20137	3	4396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	24,533
chr8:140,250,000-141,250,000	322	27145	3	4785	1	2399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	34,329
chr8:141,250,000-142,250,000	204	42207	8	16980	5	13534	2	7285	1	4100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	84,106
chr8:142,250,000-143,250,000	354	52067	6	9794	1	2978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	64,839
chr8:143,250,000-144,250,000	324	80251	5	53322	3	50428	3	50428	3	50428	3	50428	3	50428	3	50428	3	50428	2	41962	2	41962	1	29100	0	0	0	0	355	599,593
chr8:144,250,000-145,138,636	406	99845	6	66289	3	62043	2	59998	2	59998	2	59998	2	59998	2	59998	2	59998	2	59998	1	49999	1	49999	0	0	0	0	431	748,161
chr9:250,000-1,250,000	305	33402	5	12617	2	8270	1	5770	1	5770	1	5770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	71,599
chr9:1,250,000-2,250,000	248	42530	9	13577	2	4195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	60,302
chr9:2,250,000-3,250,000	281	26628	2	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	29,378
chr9:3,250,000-4,250,000	243	29757	2	2604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	32,361
chr9:4,250,000-5,250,000	377	48417	7	14566	2	6578	2	6578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	76,139
chr9:5,250,000-6,250,000	386	54831	9	20936	3	11781	3	11781	1	5082	1	5082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	109,493
chr9:6,250,000-7,250,000	437	42129	4	5302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	47,431
chr9:7,250,000-8,250,000	289	34677	4	9660	1	5228	1	5228	1	5228	1	5228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	65,249
chr9:8,250,000-9,250,000	243	19445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	19,445
chr9:9,250,000-10,250,000	236	38269	8	16207	2	8246	1	5398	1	5398	1	5398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	78,916
chr9:10,250,000-11,250,000	311	38394	7	10552	2	4112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	53,058
chr9:11,250,000-12,250,000	285	39217	5	7344	1	2148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	48,709
chr9:12,250,000-13,250,000	219	33276	8	18608	4	12428	2	7558	1	4339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	76,209
chr9:13,250,000-14,250,000	217	28208	6	7689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	35,897
chr9:14,250,000-15,250,000	302	36810	4	9839	1	5280	1	5280	1	5280	1	5280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	67,769
chr9:15,250,000-16,250,000	425	57688	13	17489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	75,177
chr9:16,250,000-17,250,000	275	20928	2	3275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	24,203
chr9:17,250,000-18,250,000	222	54992	14	33674	6	22143	5	19416	1	4963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	135,188
chr9:18,250,000-19,250,000	355	38100	7	15767	2	9591	2	9591	1	5670	1	5670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	84,389
chr9:19,250,000-20,250,000	336	53671	9	18564	4	12430	1	5936	1	5936	1	5936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	102,473
chr9:20,250,000-21,250,000	372	52330	8	12694	1	2433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	67,457
chr9:21,250,000-22,250,000	328	49902	9	15995	1	5171	1	5171	1	5171	1	5171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	86,581
chr9:22,250,000-23,250,000	311	47105	9	16917	2	8045	1	5904	1	5904	1	5904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	89,779
chr9:23,250,000-24,250,000	277	39142	10	15199	2	4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	59,060
chr9:24,250,000-25,250,000	343	53463	4	10713	1	5571	1	5571	1	5571	1	5571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	86,460
chr9:25,250,000-26,250,000	253	27471	2	2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	29,650
chr9:26,250,000-27,250,000	294	37475	6	14103	3	10372	2	8343	1	4985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	75,278
chr9:27,250,000-28,250,000	271	32659	2	11452	2	11452	2	11452	2	11452	2	11452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	89,919
chr9:28,250,000-29,250,000	292	46024	10	20679	3	9862	1	5435	1	5435	1	5435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	92,870
chr9:29,250,000-30,250,000	268	32353	6	10272	2	4578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	47,203
chr9:30,250,000-31,250,000	292	52870	15	20576	1	2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	75,487
chr9:31,250,000-32,250,000	354	65823	11	24741	5	16638	3	12244	2	8833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	128,279
chr9:32,250,000-33,250,000	371	39159	5	11843	2	7478	2	7478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	65,958
chr9:33,250,000-34,250,000	1048	113514	10	16426	1	3400	1	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,060	136,740
chr9:34,250,000-35,250,000	411	60391	13	25208	6	15174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	100,773
chr9:35,250,000-36,250,000	332	23444	2	4690	1	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	30,834
chr9:36,250,000-37,250,000	439	30090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	30,090
chr9:37,250,000-38,250,000	303	18156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	18,156
chr9:38,250,000-39,250,000	544	534987	42	465912	21	436055	11	411574	11	411574	9	402861	9	402861	8	396071	7	388870	7	388870	7	388870	3	348635	2	324404	1	266753	682	5,568,297
chr9:39,250,000-40,250,000	98	984150	41	969128	28	950656	22	936758	19	926834	16	913754	15	908409	15	908409	11	877676	11	877676	11	877676	6	818758	3	714856	3	714856	299	12,379,596
chr9:40,250,000-41,250,000	4	999774	3	999728	3	999728	3	999728	3	999728	3	999728	2	993890	2	993890	2	993890	2	993890	2	993890	2	993890	2	993890	2	993890	35	13,949,534
chr9:41,250,000-42,250,000	124	982996	63	960692	39	924894	30	903666	22	877050	18	858869	15	842564	13	829267	8	791916	7	783252	7	783252	5	762190	3	693151	3	693151	357	11,686,910
