	0kb_BR_min_size		1kb_BR_min_size		2kb_BR_min_size		3kb_BR_min_size		4kb_BR_min_size		5kb_BR_min_size		6kb_BR_min_size		7kb_BR_min_size		8kb_BR_min_size		9kb_BR_min_size		10kb_BR_min_size		20kb_BR_min_size		50kb_BR_min_size		100kb_BR_min_size		TOTAL	
chr10:0-1,000,000	373	117120	14	71257	4	57291	3	54908	1	48096	1	48096	1	48096	1	48096	1	48096	1	48096	1	48096	1	48096	0	0	0	0	402	685,344
chr10:1,000,000-2,000,000	307	63664	12	23711	3	11812	2	9110	1	5994	1	5994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	120,285
chr10:2,000,000-3,000,000	274	24582	2	2379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	26,961
chr10:3,000,000-4,000,000	282	26261	1	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	27,328
chr10:4,000,000-5,000,000	298	40824	5	7160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	47,984
chr10:5,000,000-6,000,000	402	57938	7	19305	5	16374	2	9219	1	5944	1	5944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	114,724
chr10:6,000,000-7,000,000	342	62956	13	26949	5	15678	1	5964	1	5964	1	5964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	123,475
chr10:7,000,000-8,000,000	290	29884	3	11812	2	10682	2	10682	2	10682	2	10682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	84,424
chr10:8,000,000-9,000,000	285	24442	3	4148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	28,590
chr10:9,000,000-10,000,000	272	35035	6	12006	3	7528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	54,569
chr10:10,000,000-11,000,000	233	32244	7	15432	4	10864	1	3589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	62,129
chr10:11,000,000-12,000,000	256	24422	2	6640	1	5623	1	5623	1	5623	1	5623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	53,554
chr10:12,000,000-13,000,000	432	26399	3	4463	1	2383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	33,245
chr10:13,000,000-14,000,000	354	28298	3	4955	1	2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	35,260
chr10:14,000,000-15,000,000	335	32052	3	5956	1	2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	40,479
chr10:15,000,000-16,000,000	400	41330	3	8449	1	5889	1	5889	1	5889	1	5889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	73,335
chr10:16,000,000-17,000,000	296	23682	2	2614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	26,296
chr10:17,000,000-18,000,000	285	28680	6	9575	1	2027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	40,282
chr10:18,000,000-19,000,000	303	57473	9	38727	5	33727	4	31136	4	31136	3	26492	2	20904	2	20904	2	20904	2	20904	1	10961	0	0	0	0	0	0	337	313,268
chr10:19,000,000-20,000,000	283	41512	6	17022	3	12762	2	9971	2	9971	1	5962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	97,200
chr10:20,000,000-21,000,000	324	57193	6	16492	4	13866	2	9287	1	5967	1	5967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	108,772
chr10:21,000,000-22,000,000	376	27979	2	2992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	30,971
chr10:22,000,000-23,000,000	317	40911	10	22802	4	13980	3	11684	1	5567	1	5567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	100,511
chr10:23,000,000-24,000,000	359	47478	8	12181	1	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	61,972
chr10:24,000,000-25,000,000	325	31930	3	5013	1	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	38,953
chr10:25,000,000-26,000,000	302	52024	9	22678	4	16366	2	11537	2	11537	2	11537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	125,679
chr10:26,000,000-27,000,000	538	42324	3	4378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	46,702
chr10:27,000,000-28,000,000	458	49983	7	11204	2	4850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	66,037
chr10:28,000,000-29,000,000	329	20169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	20,169
chr10:29,000,000-30,000,000	435	36892	2	2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	39,343
chr10:30,000,000-31,000,000	462	40574	3	7176	1	5135	1	5135	1	5135	1	5135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	68,290
chr10:31,000,000-32,000,000	295	53281	8	23119	5	18598	2	11445	2	11445	2	11445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	129,333
chr10:32,000,000-33,000,000	497	63873	8	10593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	74,466
chr10:33,000,000-34,000,000	268	24851	1	6004	1	6004	1	6004	1	6004	1	6004	1	6004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	60,875
chr10:34,000,000-35,000,000	326	18539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	18,539
chr10:35,000,000-36,000,000	370	37119	6	12472	2	7303	1	4500	1	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	65,894
chr10:36,000,000-37,000,000	437	38800	5	8524	1	2510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	49,834
chr10:37,000,000-38,000,000	628	103337	19	50913	9	37493	4	26073	3	22931	2	17973	2	17973	1	11181	1	11181	1	11181	1	11181	0	0	0	0	0	0	671	321,417
chr10:38,000,000-39,000,000	932	643743	93	481199	30	396002	13	355077	7	333290	6	329023	4	318499	4	318499	3	310673	2	302537	2	302537	2	302537	2	302537	2	302537	1,102	4,998,690
chr10:39,000,000-40,000,000	350	469403	24	432780	14	418928	11	411217	7	396855	5	387886	2	371042	2	371042	1	363317	1	363317	1	363317	1	363317	1	363317	1	363317	421	5,439,055
chr10:40,000,000-41,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr10:41,000,000-42,000,000	66	885471	4	876620	2	874000	2	874000	2	874000	2	874000	2	874000	2	874000	2	874000	2	874000	2	874000	2	874000	2	874000	2	874000	94	12,250,091
chr10:42,000,000-43,000,000	946	357022	45	230787	14	188560	7	170949	3	156332	2	151466	2	151466	2	151466	2	151466	2	151466	2	151466	2	151466	1	108147	1	108147	1,031	2,380,206
chr10:43,000,000-44,000,000	346	31106	2	2677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	33,783
chr10:44,000,000-45,000,000	324	47689	9	18475	2	8982	2	8982	1	5502	1	5502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	95,132
chr10:45,000,000-46,000,000	691	323582	73	228804	33	174638	21	145817	16	128138	12	110284	10	99915	6	73267	5	65894	5	65894	4	55980	1	22812	0	0	0	0	877	1,495,025
chr10:46,000,000-47,000,000	431	686122	97	643507	75	609450	53	556343	43	522346	36	491750	33	475279	28	442249	25	419604	19	369771	18	360031	7	209811	0	0	0	0	865	5,786,263
chr10:47,000,000-48,000,000	170	538971	54	523815	48	516240	37	488996	32	472023	27	449686	22	421425	19	401430	18	393889	17	385629	14	357309	3	205372	2	174541	1	118372	464	5,447,698
chr10:48,000,000-49,000,000	177	192250	16	180044	14	177714	12	172302	11	169246	9	160376	7	149216	7	149216	7	149216	6	140729	6	140729	4	118171	0	0	0	0	276	1,899,209
chr10:49,000,000-50,000,000	302	166071	48	123530	22	86831	12	62407	8	48047	5	35261	5	35261	3	22414	3	22414	3	22414	2	12498	0	0	0	0	0	0	413	637,148
chr10:50,000,000-51,000,000	549	270083	60	179678	23	124993	15	106053	14	102693	11	89768	8	73477	5	54371	4	46955	4	46955	3	37049	0	0	0	0	0	0	696	1,132,075
chr10:51,000,000-52,000,000	220	32376	7	13457	4	8969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	54,802
chr10:52,000,000-53,000,000	249	41880	12	23820	4	13366	2	9025	1	5912	1	5912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	99,915
chr10:53,000,000-54,000,000	300	45190	10	16373	2	5185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	66,748
chr10:54,000,000-55,000,000	343	35798	6	10292	2	4763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	50,853
chr10:55,000,000-56,000,000	397	46536	6	19778	5	17975	3	13608	2	10535	1	5932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	114,364
chr10:56,000,000-57,000,000	283	39325	8	15931	4	10736	1	3035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	69,027
chr10:57,000,000-58,000,000	307	29661	4	6051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	35,712
chr10:58,000,000-59,000,000	322	39145	6	9232	2	4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	52,736
chr10:59,000,000-60,000,000	377	41503	5	9164	2	4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	54,974
chr10:60,000,000-61,000,000	179	17797	2	7969	2	7969	1	5553	1	5553	1	5553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	50,394
chr10:61,000,000-62,000,000	243	23183	4	6809	1	2863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	32,855
chr10:62,000,000-63,000,000	243	35398	8	18180	2	10776	2	10776	2	10776	1	5830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	91,736
chr10:63,000,000-64,000,000	315	27879	4	5139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	33,018
chr10:64,000,000-65,000,000	248	35706	6	16531	4	13417	3	11379	1	4815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	81,848
chr10:65,000,000-66,000,000	302	29472	2	2180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	31,652
chr10:66,000,000-67,000,000	276	30944	4	4590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	35,534
chr10:67,000,000-68,000,000	407	66529	18	29539	5	12679	1	3355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	112,102
chr10:68,000,000-69,000,000	469	22133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	22,133
chr10:69,000,000-70,000,000	301	16892	1	1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	18,590
chr10:70,000,000-71,000,000	318	25958	1	2481	1	2481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	30,920
chr10:71,000,000-72,000,000	223	16012	2	2535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	18,547
chr10:72,000,000-73,000,000	406	26589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	26,589
chr10:73,000,000-74,000,000	501	76686	14	34364	3	19407	2	16875	1	13497	1	13497	1	13497	1	13497	1	13497	1	13497	1	13497	0	0	0	0	0	0	527	241,811
chr10:74,000,000-75,000,000	354	24126	3	7901	3	7901	1	3281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	43,209
chr10:75,000,000-76,000,000	272	24057	2	6681	1	5530	1	5530	1	5530	1	5530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	52,858
chr10:76,000,000-77,000,000	270	47555	9	17405	3	9198	1	4827	1	4827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	83,812
chr10:77,000,000-78,000,000	268	21477	2	5346	2	5346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	32,169
chr10:78,000,000-79,000,000	202	25235	2	9468	2	9468	2	9468	1	5933	1	5933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	65,505
chr10:79,000,000-80,000,000	583	281964	60	198460	28	155523	18	130897	15	120385	12	108045	10	96878	8	83689	5	61385	4	53336	4	53336	0	0	0	0	0	0	747	1,343,898
chr10:80,000,000-81,000,000	486	79505	14	27718	6	17055	2	6918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	131,196
chr10:81,000,000-82,000,000	259	34004	4	13467	2	10707	2	10707	2	10707	1	5940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	85,532
chr10:82,000,000-83,000,000	225	25674	6	11621	1	4364	1	4364	1	4364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	50,387
chr10:83,000,000-84,000,000	265	35246	7	14465	2	7215	1	5096	1	5096	1	5096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	72,214
chr10:84,000,000-85,000,000	397	50848	11	22444	6	15072	1	3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	91,531
chr10:85,000,000-86,000,000	237	47092	14	25765	2	9198	2	9198	1	6017	1	6017	1	6017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	109,304
chr10:86,000,000-87,000,000	334	27433	2	3552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	30,985
chr10:87,000,000-88,000,000	486	395834	75	317032	24	245779	13	219316	11	211753	9	203422	7	192846	7	192846	6	185562	6	185562	5	176011	3	148109	1	60704	0	0	653	2,734,776
chr10:88,000,000-89,000,000	217	20600	1	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	21,842
chr10:89,000,000-90,000,000	311	26377	3	4043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	30,420
chr10:90,000,000-91,000,000	288	50087	12	23844	5	14290	2	6469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	94,690
chr10:91,000,000-92,000,000	295	62783	11	28035	6	21985	5	19546	2	9646	1	5535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	147,530
chr10:92,000,000-93,000,000	418	28995	3	6630	2	5161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	40,786
chr10:93,000,000-94,000,000	327	24486	2	2619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	27,105
chr10:94,000,000-95,000,000	534	65182	10	19320	4	11234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	95,736
chr10:95,000,000-96,000,000	381	48516	8	15179	3	8686	1	3331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	75,712
chr10:96,000,000-97,000,000	308	24116	3	5104	1	2058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	31,278
chr10:97,000,000-98,000,000	331	25875	3	5001	1	2433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	33,309
chr10:98,000,000-99,000,000	296	55329	14	29750	4	15307	3	12974	1	5953	1	5953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	125,266
chr10:99,000,000-100,000,000	385	54203	7	21715	4	17865	3	15774	2	11845	2	11845	1	6571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	139,818
chr10:100,000,000-101,000,000	370	31689	5	8924	2	5357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	45,970
chr10:101,000,000-102,000,000	344	17692	1	1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	18,807
chr10:102,000,000-103,000,000	470	25153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	25,153
chr10:103,000,000-104,000,000	346	21104	2	3715	1	2446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	27,265
chr10:104,000,000-105,000,000	216	28085	5	10233	1	5130	1	5130	1	5130	1	5130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	58,838
chr10:105,000,000-106,000,000	265	47120	5	19592	4	18561	3	16132	3	16132	2	11894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	129,431
chr10:106,000,000-107,000,000	300	27385	5	10253	2	5835	1	3217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	46,690
chr10:107,000,000-108,000,000	205	16129	1	3419	1	3419	1	3419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	26,386
chr10:108,000,000-109,000,000	269	42479	7	17040	3	11736	2	9408	1	5890	1	5890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	92,443
chr10:109,000,000-110,000,000	347	66362	15	33402	5	19114	2	11496	2	11496	2	11496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	153,366
chr10:110,000,000-111,000,000	232	16928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	16,928
chr10:111,000,000-112,000,000	225	38685	8	20510	3	14562	3	14562	2	11134	2	11134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	110,587
chr10:112,000,000-113,000,000	265	36004	9	17774	4	10951	1	3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	68,399
chr10:113,000,000-114,000,000	193	16049	2	2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	18,731
chr10:114,000,000-115,000,000	244	16233	1	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	17,544
chr10:115,000,000-116,000,000	282	42314	7	15345	2	7057	1	4978	1	4978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	74,672
chr10:116,000,000-117,000,000	286	21399	1	1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	23,340
chr10:117,000,000-118,000,000	241	26376	2	11784	2	11784	2	11784	2	11784	2	11784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	85,296
chr10:118,000,000-119,000,000	290	21716	1	1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	23,004
chr10:119,000,000-120,000,000	366	29441	5	6402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	35,843
chr10:120,000,000-121,000,000	257	41741	7	21740	4	17534	3	14642	2	11089	2	11089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	117,835
chr10:121,000,000-122,000,000	276	16354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	16,354
chr10:122,000,000-123,000,000	263	56764	9	36416	5	30743	4	28532	2	20694	1	16533	1	16533	1	16533	1	16533	1	16533	1	16533	0	0	0	0	0	0	289	272,347
chr10:123,000,000-124,000,000	186	15563	2	2834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	18,397
chr10:124,000,000-125,000,000	278	18435	1	2960	1	2960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	24,355
chr10:125,000,000-126,000,000	335	47639	9	15172	2	6765	1	4342	1	4342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	78,260
chr10:126,000,000-127,000,000	258	40115	5	20324	3	17234	3	17234	2	13773	2	13773	1	8283	1	8283	1	8283	0	0	0	0	0	0	0	0	0	0	276	147,302
chr10:127,000,000-128,000,000	209	20261	3	3765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	24,026
chr10:128,000,000-129,000,000	195	18709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	18,709
chr10:129,000,000-130,000,000	153	20179	2	6115	1	4547	1	4547	1	4547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	39,935
chr10:130,000,000-131,000,000	266	32968	4	10577	2	7193	1	4994	1	4994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	60,726
chr10:131,000,000-132,000,000	276	49233	6	16026	4	12941	2	8625	1	4661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	91,486
chr10:132,000,000-133,000,000	304	52547	7	12828	2	7161	1	4865	1	4865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	82,266
chr10:133,000,000-133,797,422	259	241822	15	211663	7	201061	6	198368	5	194424	3	186168	2	181095	1	174761	1	174761	1	174761	1	174761	1	174761	1	174761	1	174761	304	2,637,928
chr11:0-1,000,000	351	243360	8	208227	2	198532	1	196432	1	196432	1	196432	1	196432	1	196432	1	196432	1	196432	1	196432	1	196432	1	196432	1	196432	372	2,810,871
chr11:1,000,000-2,000,000	372	140730	16	94084	9	85118	8	82457	5	72250	4	67827	4	67827	3	61681	2	54481	2	54481	2	54481	2	54481	1	7675	0	0	430	897,573
chr11:2,000,000-3,000,000	260	72394	4	48231	2	45220	1	43116	1	43116	1	43116	1	43116	1	43116	1	43116	1	43116	1	43116	1	43116	1	43116	0	0	276	597,005
chr11:3,000,000-4,000,000	664	255709	30	129587	11	103678	5	88607	4	84972	4	84972	4	84972	4	84972	3	77064	3	77064	2	67500	2	67500	0	0	0	0	736	1,206,597
chr11:4,000,000-5,000,000	403	175194	46	119847	23	87427	15	68796	9	47425	5	29963	1	7681	1	7681	0	0	0	0	0	0	0	0	0	0	0	0	503	544,014
chr11:5,000,000-6,000,000	348	62924	10	18272	1	5501	1	5501	1	5501	1	5501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	103,200
chr11:6,000,000-7,000,000	284	53131	11	24690	5	16836	2	8947	1	5628	1	5628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	114,860
chr11:7,000,000-8,000,000	275	58970	16	33860	5	17529	2	9016	1	5853	1	5853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	131,081
chr11:8,000,000-9,000,000	305	39243	7	14649	4	11068	2	6395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	71,355
chr11:9,000,000-10,000,000	441	30613	2	6941	1	5778	1	5778	1	5778	1	5778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	60,666
chr11:10,000,000-11,000,000	312	38499	3	11997	2	10001	2	10001	2	10001	1	5801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	86,300
chr11:11,000,000-12,000,000	194	20485	4	5700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	26,185
chr11:12,000,000-13,000,000	185	17337	3	5682	2	4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	27,506
chr11:13,000,000-14,000,000	330	50513	10	19362	3	8475	1	3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	81,789
chr11:14,000,000-15,000,000	406	68937	14	31659	4	16881	3	14408	2	11330	2	11330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	154,545
chr11:15,000,000-16,000,000	174	14945	1	2024	1	2024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	18,993
chr11:16,000,000-17,000,000	288	40229	6	10213	2	5354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	55,796
chr11:17,000,000-18,000,000	270	23373	5	8318	1	3054	1	3054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	37,799
chr11:18,000,000-19,000,000	483	49370	8	12118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	61,488
chr11:19,000,000-20,000,000	260	30644	4	8970	1	5453	1	5453	1	5453	1	5453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	61,426
chr11:20,000,000-21,000,000	265	30210	7	11759	1	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	44,084
chr11:21,000,000-22,000,000	261	35486	6	12498	2	7215	1	5164	1	5164	1	5164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	70,691
chr11:22,000,000-23,000,000	263	46359	8	25851	5	22156	4	19507	4	19507	2	11108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	144,488
chr11:23,000,000-24,000,000	320	54394	12	21422	3	8853	1	4070	1	4070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	92,809
chr11:24,000,000-25,000,000	289	44338	5	11447	2	8337	1	5963	1	5963	1	5963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	82,011
chr11:25,000,000-26,000,000	383	63959	9	16557	3	9676	2	7632	1	4053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	101,877
chr11:26,000,000-27,000,000	293	39662	7	14739	2	8249	1	5855	1	5855	1	5855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	80,215
chr11:27,000,000-28,000,000	287	42623	6	15483	2	10271	2	10271	2	10271	1	5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	94,860
chr11:28,000,000-29,000,000	248	70463	11	50025	5	41622	1	31339	1	31339	1	31339	1	31339	1	31339	1	31339	1	31339	1	31339	1	31339	0	0	0	0	273	444,161
chr11:29,000,000-30,000,000	277	45802	9	15740	2	6179	1	3916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	71,637
chr11:30,000,000-31,000,000	219	32673	5	10641	3	7624	1	3210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	54,148
