	0kb_ELR_min_size		1kb_ELR_min_size		2kb_ELR_min_size		3kb_ELR_min_size		4kb_ELR_min_size		5kb_ELR_min_size		TOTAL	
chr8:132,000,000-133,000,000	220	25889	220	25889	220	25889	220	25889	220	25889	220	25889	1,320	155,334
chr8:133,000,000-134,000,000	247	24110	247	24110	247	24110	247	24110	247	24110	247	24110	1,482	144,660
chr8:134,000,000-135,000,000	215	31345	215	31345	215	31345	215	31345	215	31345	215	31345	1,290	188,070
chr8:135,000,000-136,000,000	224	41730	224	41730	224	41730	224	41730	224	41730	224	41730	1,344	250,380
chr8:136,000,000-137,000,000	235	34304	235	34304	235	34304	235	34304	235	34304	235	34304	1,410	205,824
chr8:137,000,000-138,000,000	279	37832	279	37832	279	37832	279	37832	279	37832	279	37832	1,674	226,992
chr8:138,000,000-139,000,000	285	45904	285	45904	285	45904	285	45904	285	45904	285	45904	1,710	275,424
chr8:139,000,000-140,000,000	186	18767	186	18767	186	18767	186	18767	186	18767	186	18767	1,116	112,602
chr8:140,000,000-141,000,000	325	27822	325	27822	325	27822	325	27822	325	27822	325	27822	1,950	166,932
chr8:141,000,000-142,000,000	213	34271	213	34271	213	34271	213	34271	213	34271	213	34271	1,278	205,626
chr8:142,000,000-143,000,000	304	52522	304	52522	304	52522	304	52522	304	52522	304	52522	1,824	315,132
chr8:143,000,000-144,000,000	324	72527	324	72527	324	72527	324	72527	324	72527	324	72527	1,944	435,162
chr8:144,000,000-145,000,000	414	48823	414	48823	414	48823	414	48823	414	48823	414	48823	2,484	292,938
chr8:145,000,000-145,138,636	94	70777	94	70777	94	70777	94	70777	94	70777	94	70777	564	424,662
chr9:0-1,000,000	299	216281	299	216281	299	216281	299	216281	299	216281	299	216281	1,794	1,297,686
chr9:1,000,000-2,000,000	278	57084	278	57084	278	57084	278	57084	278	57084	278	57084	1,668	342,504
chr9:2,000,000-3,000,000	259	20263	259	20263	259	20263	259	20263	259	20263	259	20263	1,554	121,578
chr9:3,000,000-4,000,000	263	32381	263	32381	263	32381	263	32381	263	32381	263	32381	1,578	194,286
chr9:4,000,000-5,000,000	337	42167	337	42167	337	42167	337	42167	337	42167	337	42167	2,022	253,002
chr9:5,000,000-6,000,000	377	48182	377	48182	377	48182	377	48182	377	48182	377	48182	2,262	289,092
chr9:6,000,000-7,000,000	475	57162	475	57162	475	57162	475	57162	475	57162	475	57162	2,850	342,972
chr9:7,000,000-8,000,000	260	23821	260	23821	260	23821	260	23821	260	23821	260	23821	1,560	142,926
chr9:8,000,000-9,000,000	277	29268	277	29268	277	29268	277	29268	277	29268	277	29268	1,662	175,608
chr9:9,000,000-10,000,000	231	31819	231	31819	231	31819	231	31819	231	31819	231	31819	1,386	190,914
chr9:10,000,000-11,000,000	320	44105	320	44105	320	44105	320	44105	320	44105	320	44105	1,920	264,630
chr9:11,000,000-12,000,000	272	38940	272	38940	272	38940	272	38940	272	38940	272	38940	1,632	233,640
chr9:12,000,000-13,000,000	241	32412	241	32412	241	32412	241	32412	241	32412	241	32412	1,446	194,472
chr9:13,000,000-14,000,000	223	33280	223	33280	223	33280	223	33280	223	33280	223	33280	1,338	199,680
chr9:14,000,000-15,000,000	237	28409	237	28409	237	28409	237	28409	237	28409	237	28409	1,422	170,454
chr9:15,000,000-16,000,000	474	61848	474	61848	474	61848	474	61848	474	61848	474	61848	2,844	371,088
chr9:16,000,000-17,000,000	231	20335	231	20335	231	20335	231	20335	231	20335	231	20335	1,386	122,010
chr9:17,000,000-18,000,000	285	51975	285	51975	285	51975	285	51975	285	51975	285	51975	1,710	311,850
chr9:18,000,000-19,000,000	240	39189	240	39189	240	39189	240	39189	240	39189	240	39189	1,440	235,134
chr9:19,000,000-20,000,000	416	47029	416	47029	416	47029	416	47029	416	47029	416	47029	2,496	282,174
chr9:20,000,000-21,000,000	244	40887	244	40887	244	40887	244	40887	244	40887	244	40887	1,464	245,322
chr9:21,000,000-22,000,000	447	62158	447	62158	447	62158	447	62158	447	62158	447	62158	2,682	372,948
chr9:22,000,000-23,000,000	344	55441	344	55441	344	55441	344	55441	344	55441	344	55441	2,064	332,646
chr9:23,000,000-24,000,000	260	28966	260	28966	260	28966	260	28966	260	28966	260	28966	1,560	173,796
chr9:24,000,000-25,000,000	302	53190	302	53190	302	53190	302	53190	302	53190	302	53190	1,812	319,140
chr9:25,000,000-26,000,000	299	38874	299	38874	299	38874	299	38874	299	38874	299	38874	1,794	233,244
chr9:26,000,000-27,000,000	262	33110	262	33110	262	33110	262	33110	262	33110	262	33110	1,572	198,660
chr9:27,000,000-28,000,000	301	27690	301	27690	301	27690	301	27690	301	27690	301	27690	1,806	166,140
chr9:28,000,000-29,000,000	293	54849	293	54849	293	54849	293	54849	293	54849	293	54849	1,758	329,094
chr9:29,000,000-30,000,000	274	29608	274	29608	274	29608	274	29608	274	29608	274	29608	1,644	177,648
chr9:30,000,000-31,000,000	252	45568	252	45568	252	45568	252	45568	252	45568	252	45568	1,512	273,408
chr9:31,000,000-32,000,000	342	53769	342	53769	342	53769	342	53769	342	53769	342	53769	2,052	322,614
chr9:32,000,000-33,000,000	383	60144	383	60144	383	60144	383	60144	383	60144	383	60144	2,298	360,864
chr9:33,000,000-34,000,000	998	110939	998	110939	998	110939	998	110939	998	110939	998	110939	5,988	665,634
chr9:34,000,000-35,000,000	432	54905	432	54905	432	54905	432	54905	432	54905	432	54905	2,592	329,430
chr9:35,000,000-36,000,000	352	34183	352	34183	352	34183	352	34183	352	34183	352	34183	2,112	205,098
chr9:36,000,000-37,000,000	414	22365	414	22365	414	22365	414	22365	414	22365	414	22365	2,484	134,190
chr9:37,000,000-38,000,000	376	25834	376	25834	376	25834	376	25834	376	25834	376	25834	2,256	155,004
chr9:38,000,000-39,000,000	550	297614	550	297614	550	297614	550	297614	550	297614	550	297614	3,300	1,785,684
chr9:39,000,000-40,000,000	153	976537	153	976537	153	976537	153	976537	153	976537	153	976537	918	5,859,222
chr9:40,000,000-41,000,000	4	999774	4	999774	4	999774	4	999774	4	999774	4	999774	24	5,998,644
chr9:41,000,000-42,000,000	37	995692	37	995692	37	995692	37	995692	37	995692	37	995692	222	5,974,152
chr9:42,000,000-43,000,000	689	890121	689	890121	689	890121	689	890121	689	890121	689	890121	4,134	5,340,726
chr9:43,000,000-44,000,000	184	968193	184	968193	184	968193	184	968193	184	968193	184	968193	1,104	5,809,158
chr9:44,000,000-45,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:45,000,000-46,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:46,000,000-47,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:47,000,000-48,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:48,000,000-49,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:49,000,000-50,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:50,000,000-51,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:51,000,000-52,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:52,000,000-53,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:53,000,000-54,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:54,000,000-55,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:55,000,000-56,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:56,000,000-57,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:57,000,000-58,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:58,000,000-59,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:59,000,000-60,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:60,000,000-61,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:61,000,000-62,000,000	293	947332	293	947332	293	947332	293	947332	293	947332	293	947332	1,758	5,683,992
chr9:62,000,000-63,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:63,000,000-64,000,000	126	981758	126	981758	126	981758	126	981758	126	981758	126	981758	756	5,890,548
chr9:64,000,000-65,000,000	244	951583	244	951583	244	951583	244	951583	244	951583	244	951583	1,464	5,709,498
chr9:65,000,000-66,000,000	233	949032	233	949032	233	949032	233	949032	233	949032	233	949032	1,398	5,694,192
chr9:66,000,000-67,000,000	34	995719	34	995719	34	995719	34	995719	34	995719	34	995719	204	5,974,314
chr9:67,000,000-68,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:68,000,000-69,000,000	179	419750	179	419750	179	419750	179	419750	179	419750	179	419750	1,074	2,518,500
chr9:69,000,000-70,000,000	304	51783	304	51783	304	51783	304	51783	304	51783	304	51783	1,824	310,698
chr9:70,000,000-71,000,000	264	64799	264	64799	264	64799	264	64799	264	64799	264	64799	1,584	388,794
chr9:71,000,000-72,000,000	278	24592	278	24592	278	24592	278	24592	278	24592	278	24592	1,668	147,552
chr9:72,000,000-73,000,000	360	29518	360	29518	360	29518	360	29518	360	29518	360	29518	2,160	177,108
chr9:73,000,000-74,000,000	187	19859	187	19859	187	19859	187	19859	187	19859	187	19859	1,122	119,154
chr9:74,000,000-75,000,000	279	29843	279	29843	279	29843	279	29843	279	29843	279	29843	1,674	179,058
chr9:75,000,000-76,000,000	321	40282	321	40282	321	40282	321	40282	321	40282	321	40282	1,926	241,692
chr9:76,000,000-77,000,000	301	32631	301	32631	301	32631	301	32631	301	32631	301	32631	1,806	195,786
chr9:77,000,000-78,000,000	337	34344	337	34344	337	34344	337	34344	337	34344	337	34344	2,022	206,064
chr9:78,000,000-79,000,000	297	37703	297	37703	297	37703	297	37703	297	37703	297	37703	1,782	226,218
chr9:79,000,000-80,000,000	228	47216	228	47216	228	47216	228	47216	228	47216	228	47216	1,368	283,296
chr9:80,000,000-81,000,000	270	54918	270	54918	270	54918	270	54918	270	54918	270	54918	1,620	329,508
chr9:81,000,000-82,000,000	407	66400	407	66400	407	66400	407	66400	407	66400	407	66400	2,442	398,400
chr9:82,000,000-83,000,000	307	38904	307	38904	307	38904	307	38904	307	38904	307	38904	1,842	233,424
chr9:83,000,000-84,000,000	524	84559	524	84559	524	84559	524	84559	524	84559	524	84559	3,144	507,354
chr9:84,000,000-85,000,000	326	23710	326	23710	326	23710	326	23710	326	23710	326	23710	1,956	142,260
chr9:85,000,000-86,000,000	533	83259	533	83259	533	83259	533	83259	533	83259	533	83259	3,198	499,554
chr9:86,000,000-87,000,000	338	46256	338	46256	338	46256	338	46256	338	46256	338	46256	2,028	277,536
chr9:87,000,000-88,000,000	341	64525	341	64525	341	64525	341	64525	341	64525	341	64525	2,046	387,150
chr9:88,000,000-89,000,000	440	63170	440	63170	440	63170	440	63170	440	63170	440	63170	2,640	379,020
chr9:89,000,000-90,000,000	269	30056	269	30056	269	30056	269	30056	269	30056	269	30056	1,614	180,336
chr9:90,000,000-91,000,000	341	59498	341	59498	341	59498	341	59498	341	59498	341	59498	2,046	356,988
chr9:91,000,000-92,000,000	306	28613	306	28613	306	28613	306	28613	306	28613	306	28613	1,836	171,678
chr9:92,000,000-93,000,000	551	69062	551	69062	551	69062	551	69062	551	69062	551	69062	3,306	414,372
chr9:93,000,000-94,000,000	277	29312	277	29312	277	29312	277	29312	277	29312	277	29312	1,662	175,872
chr9:94,000,000-95,000,000	511	156186	511	156186	511	156186	511	156186	511	156186	511	156186	3,066	937,116
chr9:95,000,000-96,000,000	278	25337	278	25337	278	25337	278	25337	278	25337	278	25337	1,668	152,022
chr9:96,000,000-97,000,000	454	118339	454	118339	454	118339	454	118339	454	118339	454	118339	2,724	710,034
chr9:97,000,000-98,000,000	722	94353	722	94353	722	94353	722	94353	722	94353	722	94353	4,332	566,118
chr9:98,000,000-99,000,000	294	25294	294	25294	294	25294	294	25294	294	25294	294	25294	1,764	151,764
chr9:99,000,000-100,000,000	223	27954	223	27954	223	27954	223	27954	223	27954	223	27954	1,338	167,724
chr9:100,000,000-101,000,000	394	50868	394	50868	394	50868	394	50868	394	50868	394	50868	2,364	305,208
chr9:101,000,000-102,000,000	224	33188	224	33188	224	33188	224	33188	224	33188	224	33188	1,344	199,128
chr9:102,000,000-103,000,000	308	45171	308	45171	308	45171	308	45171	308	45171	308	45171	1,848	271,026
chr9:103,000,000-104,000,000	265	50719	265	50719	265	50719	265	50719	265	50719	265	50719	1,590	304,314
chr9:104,000,000-105,000,000	328	31946	328	31946	328	31946	328	31946	328	31946	328	31946	1,968	191,676
chr9:105,000,000-106,000,000	347	55024	347	55024	347	55024	347	55024	347	55024	347	55024	2,082	330,144
chr9:106,000,000-107,000,000	316	42983	316	42983	316	42983	316	42983	316	42983	316	42983	1,896	257,898
chr9:107,000,000-108,000,000	293	21732	293	21732	293	21732	293	21732	293	21732	293	21732	1,758	130,392
chr9:108,000,000-109,000,000	202	31664	202	31664	202	31664	202	31664	202	31664	202	31664	1,212	189,984
chr9:109,000,000-110,000,000	260	18478	260	18478	260	18478	260	18478	260	18478	260	18478	1,560	110,868
chr9:110,000,000-111,000,000	312	48259	312	48259	312	48259	312	48259	312	48259	312	48259	1,872	289,554
chr9:111,000,000-112,000,000	392	32177	392	32177	392	32177	392	32177	392	32177	392	32177	2,352	193,062
chr9:112,000,000-113,000,000	318	23489	318	23489	318	23489	318	23489	318	23489	318	23489	1,908	140,934
chr9:113,000,000-114,000,000	261	65782	261	65782	261	65782	261	65782	261	65782	261	65782	1,566	394,692
chr9:114,000,000-115,000,000	250	26009	250	26009	250	26009	250	26009	250	26009	250	26009	1,500	156,054
chr9:115,000,000-116,000,000	280	40906	280	40906	280	40906	280	40906	280	40906	280	40906	1,680	245,436
chr9:116,000,000-117,000,000	278	26438	278	26438	278	26438	278	26438	278	26438	278	26438	1,668	158,628
chr9:117,000,000-118,000,000	185	19372	185	19372	185	19372	185	19372	185	19372	185	19372	1,110	116,232
chr9:118,000,000-119,000,000	248	23891	248	23891	248	23891	248	23891	248	23891	248	23891	1,488	143,346
chr9:119,000,000-120,000,000	219	34382	219	34382	219	34382	219	34382	219	34382	219	34382	1,314	206,292
chr9:120,000,000-121,000,000	266	31771	266	31771	266	31771	266	31771	266	31771	266	31771	1,596	190,626
chr9:121,000,000-122,000,000	291	29441	291	29441	291	29441	291	29441	291	29441	291	29441	1,746	176,646
chr9:122,000,000-123,000,000	350	42228	350	42228	350	42228	350	42228	350	42228	350	42228	2,100	253,368
chr9:123,000,000-124,000,000	256	26600	256	26600	256	26600	256	26600	256	26600	256	26600	1,536	159,600
chr9:124,000,000-125,000,000	307	15144	307	15144	307	15144	307	15144	307	15144	307	15144	1,842	90,864
chr9:125,000,000-126,000,000	371	30039	371	30039	371	30039	371	30039	371	30039	371	30039	2,226	180,234
chr9:126,000,000-127,000,000	284	25714	284	25714	284	25714	284	25714	284	25714	284	25714	1,704	154,284
chr9:127,000,000-128,000,000	290	13335	290	13335	290	13335	290	13335	290	13335	290	13335	1,740	80,010
chr9:128,000,000-129,000,000	575	30766	575	30766	575	30766	575	30766	575	30766	575	30766	3,450	184,596
chr9:129,000,000-130,000,000	423	24936	423	24936	423	24936	423	24936	423	24936	423	24936	2,538	149,616
chr9:130,000,000-131,000,000	396	26967	396	26967	396	26967	396	26967	396	26967	396	26967	2,376	161,802
chr9:131,000,000-132,000,000	374	23980	374	23980	374	23980	374	23980	374	23980	374	23980	2,244	143,880
chr9:132,000,000-133,000,000	295	20427	295	20427	295	20427	295	20427	295	20427	295	20427	1,770	122,562
chr9:133,000,000-134,000,000	329	49368	329	49368	329	49368	329	49368	329	49368	329	49368	1,974	296,208
chr9:134,000,000-135,000,000	302	70752	302	70752	302	70752	302	70752	302	70752	302	70752	1,812	424,512
chr9:135,000,000-136,000,000	324	35220	324	35220	324	35220	324	35220	324	35220	324	35220	1,944	211,320
chr9:136,000,000-137,000,000	322	29513	322	29513	322	29513	322	29513	322	29513	322	29513	1,932	177,078
chr9:137,000,000-138,000,000	427	68946	427	68946	427	68946	427	68946	427	68946	427	68946	2,562	413,676
chr9:138,000,000-138,394,717	174	250755	174	250755	174	250755	174	250755	174	250755	174	250755	1,044	1,504,530
chr10:0-1,000,000	373	117120	373	117120	373	117120	373	117120	373	117120	373	117120	2,238	702,720
chr10:1,000,000-2,000,000	307	63664	307	63664	307	63664	307	63664	307	63664	307	63664	1,842	381,984
chr10:2,000,000-3,000,000	274	24582	274	24582	274	24582	274	24582	274	24582	274	24582	1,644	147,492
chr10:3,000,000-4,000,000	282	26261	282	26261	282	26261	282	26261	282	26261	282	26261	1,692	157,566
chr10:4,000,000-5,000,000	298	40824	298	40824	298	40824	298	40824	298	40824	298	40824	1,788	244,944
chr10:5,000,000-6,000,000	402	57938	402	57938	402	57938	402	57938	402	57938	402	57938	2,412	347,628
chr10:6,000,000-7,000,000	342	62956	342	62956	342	62956	342	62956	342	62956	342	62956	2,052	377,736
chr10:7,000,000-8,000,000	290	29884	290	29884	290	29884	290	29884	290	29884	290	29884	1,740	179,304
chr10:8,000,000-9,000,000	285	24442	285	24442	285	24442	285	24442	285	24442	285	24442	1,710	146,652
chr10:9,000,000-10,000,000	272	35035	272	35035	272	35035	272	35035	272	35035	272	35035	1,632	210,210
chr10:10,000,000-11,000,000	233	32244	233	32244	233	32244	233	32244	233	32244	233	32244	1,398	193,464
chr10:11,000,000-12,000,000	256	24422	256	24422	256	24422	256	24422	256	24422	256	24422	1,536	146,532
chr10:12,000,000-13,000,000	432	26399	432	26399	432	26399	432	26399	432	26399	432	26399	2,592	158,394
chr10:13,000,000-14,000,000	354	28298	354	28298	354	28298	354	28298	354	28298	354	28298	2,124	169,788
chr10:14,000,000-15,000,000	335	32052	335	32052	335	32052	335	32052	335	32052	335	32052	2,010	192,312
chr10:15,000,000-16,000,000	400	41330	400	41330	400	41330	400	41330	400	41330	400	41330	2,400	247,980
chr10:16,000,000-17,000,000	296	23682	296	23682	296	23682	296	23682	296	23682	296	23682	1,776	142,092
chr10:17,000,000-18,000,000	285	28680	285	28680	285	28680	285	28680	285	28680	285	28680	1,710	172,080
chr10:18,000,000-19,000,000	303	57473	303	57473	303	57473	303	57473	303	57473	303	57473	1,818	344,838
chr10:19,000,000-20,000,000	283	41512	283	41512	283	41512	283	41512	283	41512	283	41512	1,698	249,072
chr10:20,000,000-21,000,000	324	57193	324	57193	324	57193	324	57193	324	57193	324	57193	1,944	343,158
chr10:21,000,000-22,000,000	376	27979	376	27979	376	27979	376	27979	376	27979	376	27979	2,256	167,874
chr10:22,000,000-23,000,000	317	40911	317	40911	317	40911	317	40911	317	40911	317	40911	1,902	245,466
chr10:23,000,000-24,000,000	359	47478	359	47478	359	47478	359	47478	359	47478	359	47478	2,154	284,868
chr10:24,000,000-25,000,000	325	31930	325	31930	325	31930	325	31930	325	31930	325	31930	1,950	191,580
chr10:25,000,000-26,000,000	302	52024	302	52024	302	52024	302	52024	302	52024	302	52024	1,812	312,144
chr10:26,000,000-27,000,000	538	42324	538	42324	538	42324	538	42324	538	42324	538	42324	3,228	253,944
chr10:27,000,000-28,000,000	458	49983	458	49983	458	49983	458	49983	458	49983	458	49983	2,748	299,898
chr10:28,000,000-29,000,000	329	20169	329	20169	329	20169	329	20169	329	20169	329	20169	1,974	121,014
chr10:29,000,000-30,000,000	435	36892	435	36892	435	36892	435	36892	435	36892	435	36892	2,610	221,352
chr10:30,000,000-31,000,000	462	40574	462	40574	462	40574	462	40574	462	40574	462	40574	2,772	243,444
chr10:31,000,000-32,000,000	295	53281	295	53281	295	53281	295	53281	295	53281	295	53281	1,770	319,686
chr10:32,000,000-33,000,000	497	63873	497	63873	497	63873	497	63873	497	63873	497	63873	2,982	383,238
chr10:33,000,000-34,000,000	268	24851	268	24851	268	24851	268	24851	268	24851	268	24851	1,608	149,106
chr10:34,000,000-35,000,000	326	18539	326	18539	326	18539	326	18539	326	18539	326	18539	1,956	111,234
chr10:35,000,000-36,000,000	370	37119	370	37119	370	37119	370	37119	370	37119	370	37119	2,220	222,714
chr10:36,000,000-37,000,000	437	38800	437	38800	437	38800	437	38800	437	38800	437	38800	2,622	232,800
chr10:37,000,000-38,000,000	628	103337	628	103337	628	103337	628	103337	628	103337	628	103337	3,768	620,022
chr10:38,000,000-39,000,000	932	643743	932	643743	932	643743	932	643743	932	643743	932	643743	5,592	3,862,458
chr10:39,000,000-40,000,000	350	469403	350	469403	350	469403	350	469403	350	469403	350	469403	2,100	2,816,418
chr10:40,000,000-41,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr10:41,000,000-42,000,000	66	885471	66	885471	66	885471	66	885471	66	885471	66	885471	396	5,312,826
chr10:42,000,000-43,000,000	946	357022	946	357022	946	357022	946	357022	946	357022	946	357022	5,676	2,142,132
chr10:43,000,000-44,000,000	346	31106	346	31106	346	31106	346	31106	346	31106	346	31106	2,076	186,636
chr10:44,000,000-45,000,000	324	47689	324	47689	324	47689	324	47689	324	47689	324	47689	1,944	286,134
chr10:45,000,000-46,000,000	691	323582	691	323582	691	323582	691	323582	691	323582	691	323582	4,146	1,941,492
chr10:46,000,000-47,000,000	431	686122	431	686122	431	686122	431	686122	431	686122	431	686122	2,586	4,116,732
chr10:47,000,000-48,000,000	170	538971	170	538971	170	538971	170	538971	170	538971	170	538971	1,020	3,233,826
chr10:48,000,000-49,000,000	177	192250	177	192250	177	192250	177	192250	177	192250	177	192250	1,062	1,153,500
chr10:49,000,000-50,000,000	302	166071	302	166071	302	166071	302	166071	302	166071	302	166071	1,812	996,426
chr10:50,000,000-51,000,000	549	270083	549	270083	549	270083	549	270083	549	270083	549	270083	3,294	1,620,498
chr10:51,000,000-52,000,000	220	32376	220	32376	220	32376	220	32376	220	32376	220	32376	1,320	194,256
chr10:52,000,000-53,000,000	249	41880	249	41880	249	41880	249	41880	249	41880	249	41880	1,494	251,280
chr10:53,000,000-54,000,000	300	45190	300	45190	300	45190	300	45190	300	45190	300	45190	1,800	271,140
chr10:54,000,000-55,000,000	343	35798	343	35798	343	35798	343	35798	343	35798	343	35798	2,058	214,788
chr10:55,000,000-56,000,000	397	46536	397	46536	397	46536	397	46536	397	46536	397	46536	2,382	279,216
chr10:56,000,000-57,000,000	283	39325	283	39325	283	39325	283	39325	283	39325	283	39325	1,698	235,950
chr10:57,000,000-58,000,000	307	29661	307	29661	307	29661	307	29661	307	29661	307	29661	1,842	177,966
chr10:58,000,000-59,000,000	322	39145	322	39145	322	39145	322	39145	322	39145	322	39145	1,932	234,870
chr10:59,000,000-60,000,000	377	41503	377	41503	377	41503	377	41503	377	41503	377	41503	2,262	249,018
chr10:60,000,000-61,000,000	179	17797	179	17797	179	17797	179	17797	179	17797	179	17797	1,074	106,782
chr10:61,000,000-62,000,000	243	23183	243	23183	243	23183	243	23183	243	23183	243	23183	1,458	139,098
chr10:62,000,000-63,000,000	243	35398	243	35398	243	35398	243	35398	243	35398	243	35398	1,458	212,388
chr10:63,000,000-64,000,000	315	27879	315	27879	315	27879	315	27879	315	27879	315	27879	1,890	167,274
chr10:64,000,000-65,000,000	248	35706	248	35706	248	35706	248	35706	248	35706	248	35706	1,488	214,236
chr10:65,000,000-66,000,000	302	29472	302	29472	302	29472	302	29472	302	29472	302	29472	1,812	176,832
chr10:66,000,000-67,000,000	276	30944	276	30944	276	30944	276	30944	276	30944	276	30944	1,656	185,664
chr10:67,000,000-68,000,000	407	66529	407	66529	407	66529	407	66529	407	66529	407	66529	2,442	399,174
chr10:68,000,000-69,000,000	469	22133	469	22133	469	22133	469	22133	469	22133	469	22133	2,814	132,798
chr10:69,000,000-70,000,000	301	16892	301	16892	301	16892	301	16892	301	16892	301	16892	1,806	101,352
chr10:70,000,000-71,000,000	318	25958	318	25958	318	25958	318	25958	318	25958	318	25958	1,908	155,748
chr10:71,000,000-72,000,000	223	16012	223	16012	223	16012	223	16012	223	16012	223	16012	1,338	96,072
chr10:72,000,000-73,000,000	406	26589	406	26589	406	26589	406	26589	406	26589	406	26589	2,436	159,534
chr10:73,000,000-74,000,000	501	76686	501	76686	501	76686	501	76686	501	76686	501	76686	3,006	460,116
chr10:74,000,000-75,000,000	354	24126	354	24126	354	24126	354	24126	354	24126	354	24126	2,124	144,756
chr10:75,000,000-76,000,000	272	24057	272	24057	272	24057	272	24057	272	24057	272	24057	1,632	144,342
chr10:76,000,000-77,000,000	270	47555	270	47555	270	47555	270	47555	270	47555	270	47555	1,620	285,330
chr10:77,000,000-78,000,000	268	21477	268	21477	268	21477	268	21477	268	21477	268	21477	1,608	128,862
chr10:78,000,000-79,000,000	202	25235	202	25235	202	25235	202	25235	202	25235	202	25235	1,212	151,410
chr10:79,000,000-80,000,000	583	281964	583	281964	583	281964	583	281964	583	281964	583	281964	3,498	1,691,784
chr10:80,000,000-81,000,000	486	79505	486	79505	486	79505	486	79505	486	79505	486	79505	2,916	477,030
chr10:81,000,000-82,000,000	259	34004	259	34004	259	34004	259	34004	259	34004	259	34004	1,554	204,024
chr10:82,000,000-83,000,000	225	25674	225	25674	225	25674	225	25674	225	25674	225	25674	1,350	154,044
chr10:83,000,000-84,000,000	265	35246	265	35246	265	35246	265	35246	265	35246	265	35246	1,590	211,476
chr10:84,000,000-85,000,000	397	50848	397	50848	397	50848	397	50848	397	50848	397	50848	2,382	305,088
chr10:85,000,000-86,000,000	237	47092	237	47092	237	47092	237	47092	237	47092	237	47092	1,422	282,552
chr10:86,000,000-87,000,000	334	27433	334	27433	334	27433	334	27433	334	27433	334	27433	2,004	164,598
chr10:87,000,000-88,000,000	486	395834	486	395834	486	395834	486	395834	486	395834	486	395834	2,916	2,375,004
chr10:88,000,000-89,000,000	217	20600	217	20600	217	20600	217	20600	217	20600	217	20600	1,302	123,600
chr10:89,000,000-90,000,000	311	26377	311	26377	311	26377	311	26377	311	26377	311	26377	1,866	158,262
chr10:90,000,000-91,000,000	288	50087	288	50087	288	50087	288	50087	288	50087	288	50087	1,728	300,522
chr10:91,000,000-92,000,000	295	62783	295	62783	295	62783	295	62783	295	62783	295	62783	1,770	376,698
chr10:92,000,000-93,000,000	418	28995	418	28995	418	28995	418	28995	418	28995	418	28995	2,508	173,970
chr10:93,000,000-94,000,000	327	24486	327	24486	327	24486	327	24486	327	24486	327	24486	1,962	146,916
chr10:94,000,000-95,000,000	534	65182	534	65182	534	65182	534	65182	534	65182	534	65182	3,204	391,092
chr10:95,000,000-96,000,000	381	48516	381	48516	381	48516	381	48516	381	48516	381	48516	2,286	291,096
chr10:96,000,000-97,000,000	308	24116	308	24116	308	24116	308	24116	308	24116	308	24116	1,848	144,696
chr10:97,000,000-98,000,000	331	25875	331	25875	331	25875	331	25875	331	25875	331	25875	1,986	155,250
chr10:98,000,000-99,000,000	296	55329	296	55329	296	55329	296	55329	296	55329	296	55329	1,776	331,974
chr10:99,000,000-100,000,000	385	54203	385	54203	385	54203	385	54203	385	54203	385	54203	2,310	325,218
chr10:100,000,000-101,000,000	370	31689	370	31689	370	31689	370	31689	370	31689	370	31689	2,220	190,134
chr10:101,000,000-102,000,000	344	17692	344	17692	344	17692	344	17692	344	17692	344	17692	2,064	106,152
