	0kb_ELR_min_size		1kb_ELR_min_size		2kb_ELR_min_size		3kb_ELR_min_size		4kb_ELR_min_size		5kb_ELR_min_size		TOTAL	
chr9:39,250,000-40,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:40,250,000-41,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:41,250,000-42,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:42,250,000-43,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:43,250,000-44,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:44,250,000-45,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:45,250,000-46,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:46,250,000-47,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:47,250,000-48,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:48,250,000-49,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:49,250,000-50,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:50,250,000-51,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:51,250,000-52,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:52,250,000-53,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:53,250,000-54,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:54,250,000-55,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:55,250,000-56,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:56,250,000-57,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:57,250,000-58,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:58,250,000-59,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:59,250,000-60,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:60,250,000-61,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:61,250,000-62,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:62,250,000-63,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:63,250,000-64,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:64,250,000-65,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:65,250,000-66,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:66,250,000-67,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:67,250,000-68,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:68,250,000-69,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:69,250,000-70,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:70,250,000-71,250,000	1	880847	1	880847	1	880847	1	880847	1	880847	1	880847	6	5,285,082
chr9:72,250,000-73,250,000	1	2400	1	2400	1	2400	1	2400	1	2400	1	2400	6	14,400
chr9:73,250,000-74,250,000	1	148733	1	148733	1	148733	1	148733	1	148733	1	148733	6	892,398
chr9:78,250,000-79,250,000	2	4100	2	4100	2	4100	2	4100	2	4100	2	4100	12	24,600
chr9:87,250,000-88,250,000	1	1100	1	1100	1	1100	1	1100	1	1100	1	1100	6	6,600
chr9:92,250,000-93,250,000	2	250000	2	250000	2	250000	2	250000	2	250000	2	250000	12	1,500,000
chr9:126,250,000-127,250,000	1	177455	1	177455	1	177455	1	177455	1	177455	1	177455	6	1,064,730
chr9:128,250,000-129,250,000	1	68193	1	68193	1	68193	1	68193	1	68193	1	68193	6	409,158
chr9:132,250,000-133,250,000	1	150000	1	150000	1	150000	1	150000	1	150000	1	150000	6	900,000
chr9:136,250,000-137,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr9:138,250,000-139,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr9:139,250,000-140,250,000	1	2500	1	2500	1	2500	1	2500	1	2500	1	2500	6	15,000
chr9:140,250,000-141,213,431	1	214572	1	214572	1	214572	1	214572	1	214572	1	214572	6	1,287,432
chr10:17,250,000-18,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr10:27,250,000-28,250,000	1	131954	1	131954	1	131954	1	131954	1	131954	1	131954	6	791,724
chr10:38,250,000-39,250,000	1	523800	1	523800	1	523800	1	523800	1	523800	1	523800	6	3,142,800
chr10:39,250,000-40,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr10:40,250,000-41,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr10:41,250,000-42,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr10:42,250,000-43,250,000	1	569200	1	569200	1	569200	1	569200	1	569200	1	569200	6	3,415,200
chr10:46,250,000-47,250,000	2	93231	2	93231	2	93231	2	93231	2	93231	2	93231	12	559,386
chr10:47,250,000-48,250,000	3	250000	3	250000	3	250000	3	250000	3	250000	3	250000	18	1,500,000
chr10:48,250,000-49,250,000	2	392796	2	392796	2	392796	2	392796	2	392796	2	392796	12	2,356,776
chr10:50,250,000-51,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr10:51,250,000-52,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr10:82,250,000-83,250,000	1	81539	1	81539	1	81539	1	81539	1	81539	1	81539	6	489,234
chr10:84,250,000-85,250,000	1	77303	1	77303	1	77303	1	77303	1	77303	1	77303	6	463,818
chr10:87,250,000-88,250,000	1	17318	1	17318	1	17318	1	17318	1	17318	1	17318	6	103,908
chr10:88,250,000-89,250,000	1	114030	1	114030	1	114030	1	114030	1	114030	1	114030	6	684,180
chr10:92,250,000-93,250,000	1	57437	1	57437	1	57437	1	57437	1	57437	1	57437	6	344,622
chr10:93,250,000-94,250,000	1	75001	1	75001	1	75001	1	75001	1	75001	1	75001	6	450,006
chr10:98,250,000-99,250,000	1	2100	1	2100	1	2100	1	2100	1	2100	1	2100	6	12,600
chr10:103,250,000-104,250,000	1	201842	1	201842	1	201842	1	201842	1	201842	1	201842	6	1,211,052
chr10:125,250,000-126,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr10:128,250,000-129,250,000	1	150000	1	150000	1	150000	1	150000	1	150000	1	150000	6	900,000
chr10:133,250,000-134,250,000	3	230772	3	230772	3	230772	3	230772	3	230772	3	230772	18	1,384,632
chr10:135,250,000-135,534,747	1	97147	1	97147	1	97147	1	97147	1	97147	1	97147	6	582,882
chr11:250,000-1,250,000	6	192750	6	192750	6	192750	6	192750	6	192750	6	192750	36	1,156,500
chr11:3,250,000-4,250,000	1	2800	1	2800	1	2800	1	2800	1	2800	1	2800	6	16,800
chr11:6,250,000-7,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr11:10,250,000-11,250,000	1	4200	1	4200	1	4200	1	4200	1	4200	1	4200	6	25,200
chr11:11,250,000-12,250,000	1	2300	1	2300	1	2300	1	2300	1	2300	1	2300	6	13,800
chr11:30,250,000-31,250,000	1	143221	1	143221	1	143221	1	143221	1	143221	1	143221	6	859,326
chr11:48,250,000-49,250,000	1	337698	1	337698	1	337698	1	337698	1	337698	1	337698	6	2,026,188
chr11:49,250,000-50,250,000	1	193577	1	193577	1	193577	1	193577	1	193577	1	193577	6	1,161,462
chr11:50,250,000-51,250,000	3	829863	3	829863	3	829863	3	829863	3	829863	3	829863	18	4,979,178
chr11:51,250,000-52,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr11:52,250,000-53,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr11:53,250,000-54,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr11:54,250,000-55,250,000	2	736200	2	736200	2	736200	2	736200	2	736200	2	736200	12	4,417,200
chr11:55,250,000-56,250,000	1	60240	1	60240	1	60240	1	60240	1	60240	1	60240	6	361,440
chr11:60,250,000-61,250,000	1	154716	1	154716	1	154716	1	154716	1	154716	1	154716	6	928,296
chr11:61,250,000-62,250,000	2	221723	2	221723	2	221723	2	221723	2	221723	2	221723	12	1,330,338
chr11:62,250,000-63,250,000	1	45000	1	45000	1	45000	1	45000	1	45000	1	45000	6	270,000
chr11:64,250,000-65,250,000	1	106886	1	106886	1	106886	1	106886	1	106886	1	106886	6	641,316
chr11:68,250,000-69,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr11:69,250,000-70,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr11:77,250,000-78,250,000	1	5200	1	5200	1	5200	1	5200	1	5200	1	5200	6	31,200
chr11:84,250,000-85,250,000	1	23700	1	23700	1	23700	1	23700	1	23700	1	23700	6	142,200
chr11:87,250,000-88,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr11:93,250,000-94,250,000	1	19000	1	19000	1	19000	1	19000	1	19000	1	19000	6	114,000
chr11:96,250,000-97,250,000	1	150000	1	150000	1	150000	1	150000	1	150000	1	150000	6	900,000
chr11:99,250,000-100,250,000	1	5900	1	5900	1	5900	1	5900	1	5900	1	5900	6	35,400
chr11:101,250,000-102,250,000	1	6200	1	6200	1	6200	1	6200	1	6200	1	6200	6	37,200
chr11:116,250,000-117,250,000	1	177334	1	177334	1	177334	1	177334	1	177334	1	177334	6	1,064,004
chr11:128,250,000-129,250,000	1	25900	1	25900	1	25900	1	25900	1	25900	1	25900	6	155,400
chr11:134,250,000-135,006,516	1	60000	1	60000	1	60000	1	60000	1	60000	1	60000	6	360,000
chr12:250,000-1,250,000	1	51800	1	51800	1	51800	1	51800	1	51800	1	51800	6	310,800
chr12:2,250,000-3,250,000	2	23100	2	23100	2	23100	2	23100	2	23100	2	23100	12	138,600
chr12:4,250,000-5,250,000	1	5500	1	5500	1	5500	1	5500	1	5500	1	5500	6	33,000
chr12:5,250,000-6,250,000	1	5000	1	5000	1	5000	1	5000	1	5000	1	5000	6	30,000
chr12:6,250,000-7,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr12:7,250,000-8,250,000	1	12400	1	12400	1	12400	1	12400	1	12400	1	12400	6	74,400
chr12:19,250,000-20,250,000	1	5400	1	5400	1	5400	1	5400	1	5400	1	5400	6	32,400
chr12:20,250,000-21,250,000	2	8600	2	8600	2	8600	2	8600	2	8600	2	8600	12	51,600
chr12:34,250,000-35,250,000	3	518600	3	518600	3	518600	3	518600	3	518600	3	518600	18	3,111,600
chr12:35,250,000-36,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr12:36,250,000-37,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr12:37,250,000-38,250,000	2	898200	2	898200	2	898200	2	898200	2	898200	2	898200	12	5,389,200
chr12:38,250,000-39,250,000	4	117700	4	117700	4	117700	4	117700	4	117700	4	117700	24	706,200
chr12:40,250,000-41,250,000	1	100101	1	100101	1	100101	1	100101	1	100101	1	100101	6	600,606
chr12:41,250,000-42,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr12:53,250,000-54,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr12:66,250,000-67,250,000	1	4900	1	4900	1	4900	1	4900	1	4900	1	4900	6	29,400
chr12:69,250,000-70,250,000	2	43000	2	43000	2	43000	2	43000	2	43000	2	43000	12	258,000
chr12:75,250,000-76,250,000	1	13100	1	13100	1	13100	1	13100	1	13100	1	13100	6	78,600
chr12:93,250,000-94,250,000	1	36200	1	36200	1	36200	1	36200	1	36200	1	36200	6	217,200
chr12:96,250,000-97,250,000	1	4900	1	4900	1	4900	1	4900	1	4900	1	4900	6	29,400
chr12:101,250,000-102,250,000	1	8900	1	8900	1	8900	1	8900	1	8900	1	8900	6	53,400
chr12:109,250,000-110,250,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr12:113,250,000-114,250,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr12:122,250,000-123,250,000	1	58986	1	58986	1	58986	1	58986	1	58986	1	58986	6	353,916
chr12:125,250,000-126,250,000	2	34000	2	34000	2	34000	2	34000	2	34000	2	34000	12	204,000
chr12:127,250,000-128,250,000	1	2400	1	2400	1	2400	1	2400	1	2400	1	2400	6	14,400
chr12:130,250,000-131,250,000	1	15000	1	15000	1	15000	1	15000	1	15000	1	15000	6	90,000
chr12:131,250,000-132,250,000	1	13700	1	13700	1	13700	1	13700	1	13700	1	13700	6	82,200
chr12:132,250,000-133,250,000	2	187056	2	187056	2	187056	2	187056	2	187056	2	187056	12	1,122,336
chr12:133,250,000-133,851,895	2	28495	2	28495	2	28495	2	28495	2	28495	2	28495	12	170,970
chr13:250,000-1,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:1,250,000-2,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:2,250,000-3,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:3,250,000-4,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:4,250,000-5,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:5,250,000-6,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:6,250,000-7,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:7,250,000-8,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:8,250,000-9,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:9,250,000-10,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:10,250,000-11,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:11,250,000-12,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:12,250,000-13,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:13,250,000-14,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:14,250,000-15,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:15,250,000-16,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:16,250,000-17,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:17,250,000-18,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:18,250,000-19,250,000	1	944200	1	944200	1	944200	1	944200	1	944200	1	944200	6	5,665,200
chr13:19,250,000-20,250,000	6	225900	6	225900	6	225900	6	225900	6	225900	6	225900	36	1,355,400
chr13:20,250,000-21,250,000	3	42600	3	42600	3	42600	3	42600	3	42600	3	42600	18	255,600
chr13:21,250,000-22,250,000	3	16600	3	16600	3	16600	3	16600	3	16600	3	16600	18	99,600
chr13:22,250,000-23,250,000	2	19200	2	19200	2	19200	2	19200	2	19200	2	19200	12	115,200
chr13:24,250,000-25,250,000	2	37900	2	37900	2	37900	2	37900	2	37900	2	37900	12	227,400
chr13:26,250,000-27,250,000	1	5000	1	5000	1	5000	1	5000	1	5000	1	5000	6	30,000
chr13:27,250,000-28,250,000	1	57900	1	57900	1	57900	1	57900	1	57900	1	57900	6	347,400
chr13:28,250,000-29,250,000	1	23200	1	23200	1	23200	1	23200	1	23200	1	23200	6	139,200
chr13:29,250,000-30,250,000	2	33900	2	33900	2	33900	2	33900	2	33900	2	33900	12	203,400
chr13:30,250,000-31,250,000	3	57200	3	57200	3	57200	3	57200	3	57200	3	57200	18	343,200
chr13:31,250,000-32,250,000	4	35500	4	35500	4	35500	4	35500	4	35500	4	35500	24	213,000
chr13:32,250,000-33,250,000	3	203357	3	203357	3	203357	3	203357	3	203357	3	203357	18	1,220,142
chr13:33,250,000-34,250,000	2	3600	2	3600	2	3600	2	3600	2	3600	2	3600	12	21,600
chr13:34,250,000-35,250,000	2	24900	2	24900	2	24900	2	24900	2	24900	2	24900	12	149,400
chr13:35,250,000-36,250,000	2	32600	2	32600	2	32600	2	32600	2	32600	2	32600	12	195,600
chr13:36,250,000-37,250,000	2	28700	2	28700	2	28700	2	28700	2	28700	2	28700	12	172,200
chr13:37,250,000-38,250,000	1	6300	1	6300	1	6300	1	6300	1	6300	1	6300	6	37,800
chr13:38,250,000-39,250,000	3	44700	3	44700	3	44700	3	44700	3	44700	3	44700	18	268,200
chr13:40,250,000-41,250,000	3	41900	3	41900	3	41900	3	41900	3	41900	3	41900	18	251,400
chr13:41,250,000-42,250,000	6	311100	6	311100	6	311100	6	311100	6	311100	6	311100	36	1,866,600
chr13:42,250,000-43,250,000	6	67600	6	67600	6	67600	6	67600	6	67600	6	67600	36	405,600
chr13:43,250,000-44,250,000	1	5500	1	5500	1	5500	1	5500	1	5500	1	5500	6	33,000
chr13:44,250,000-45,250,000	2	27500	2	27500	2	27500	2	27500	2	27500	2	27500	12	165,000
chr13:45,250,000-46,250,000	2	56300	2	56300	2	56300	2	56300	2	56300	2	56300	12	337,800
chr13:47,250,000-48,250,000	2	29300	2	29300	2	29300	2	29300	2	29300	2	29300	12	175,800
chr13:48,250,000-49,250,000	4	270100	4	270100	4	270100	4	270100	4	270100	4	270100	24	1,620,600
chr13:49,250,000-50,250,000	2	30500	2	30500	2	30500	2	30500	2	30500	2	30500	12	183,000
chr13:50,250,000-51,250,000	5	149300	5	149300	5	149300	5	149300	5	149300	5	149300	30	895,800
chr13:51,250,000-52,250,000	4	196200	4	196200	4	196200	4	196200	4	196200	4	196200	24	1,177,200
chr13:52,250,000-53,250,000	4	350400	4	350400	4	350400	4	350400	4	350400	4	350400	24	2,102,400
chr13:53,250,000-54,250,000	2	29600	2	29600	2	29600	2	29600	2	29600	2	29600	12	177,600
chr13:55,250,000-56,250,000	2	5800	2	5800	2	5800	2	5800	2	5800	2	5800	12	34,800
chr13:56,250,000-57,250,000	2	4600	2	4600	2	4600	2	4600	2	4600	2	4600	12	27,600
chr13:57,250,000-58,250,000	5	54700	5	54700	5	54700	5	54700	5	54700	5	54700	30	328,200
chr13:58,250,000-59,250,000	2	6200	2	6200	2	6200	2	6200	2	6200	2	6200	12	37,200
chr13:59,250,000-60,250,000	1	2600	1	2600	1	2600	1	2600	1	2600	1	2600	6	15,600
chr13:60,250,000-61,250,000	4	14100	4	14100	4	14100	4	14100	4	14100	4	14100	24	84,600
chr13:61,250,000-62,250,000	2	4000	2	4000	2	4000	2	4000	2	4000	2	4000	12	24,000
chr13:62,250,000-63,250,000	2	14000	2	14000	2	14000	2	14000	2	14000	2	14000	12	84,000
chr13:63,250,000-64,250,000	1	47400	1	47400	1	47400	1	47400	1	47400	1	47400	6	284,400
chr13:64,250,000-65,250,000	2	68200	2	68200	2	68200	2	68200	2	68200	2	68200	12	409,200
chr13:66,250,000-67,250,000	2	7900	2	7900	2	7900	2	7900	2	7900	2	7900	12	47,400
chr13:67,250,000-68,250,000	3	11400	3	11400	3	11400	3	11400	3	11400	3	11400	18	68,400
chr13:68,250,000-69,250,000	3	23100	3	23100	3	23100	3	23100	3	23100	3	23100	18	138,600
chr13:70,250,000-71,250,000	2	10500	2	10500	2	10500	2	10500	2	10500	2	10500	12	63,000
chr13:71,250,000-72,250,000	2	6700	2	6700	2	6700	2	6700	2	6700	2	6700	12	40,200
chr13:72,250,000-73,250,000	2	8800	2	8800	2	8800	2	8800	2	8800	2	8800	12	52,800
chr13:73,250,000-74,250,000	2	24900	2	24900	2	24900	2	24900	2	24900	2	24900	12	149,400
chr13:74,250,000-75,250,000	2	11900	2	11900	2	11900	2	11900	2	11900	2	11900	12	71,400
chr13:75,250,000-76,250,000	3	10200	3	10200	3	10200	3	10200	3	10200	3	10200	18	61,200
chr13:76,250,000-77,250,000	5	93600	5	93600	5	93600	5	93600	5	93600	5	93600	30	561,600
chr13:77,250,000-78,250,000	1	6100	1	6100	1	6100	1	6100	1	6100	1	6100	6	36,600
chr13:78,250,000-79,250,000	4	32300	4	32300	4	32300	4	32300	4	32300	4	32300	24	193,800
chr13:79,250,000-80,250,000	2	3400	2	3400	2	3400	2	3400	2	3400	2	3400	12	20,400
chr13:80,250,000-81,250,000	2	33400	2	33400	2	33400	2	33400	2	33400	2	33400	12	200,400
chr13:81,250,000-82,250,000	3	18500	3	18500	3	18500	3	18500	3	18500	3	18500	18	111,000
chr13:82,250,000-83,250,000	3	14500	3	14500	3	14500	3	14500	3	14500	3	14500	18	87,000
chr13:83,250,000-84,250,000	2	3700	2	3700	2	3700	2	3700	2	3700	2	3700	12	22,200
chr13:84,250,000-85,250,000	2	7700	2	7700	2	7700	2	7700	2	7700	2	7700	12	46,200
chr13:85,250,000-86,250,000	3	14600	3	14600	3	14600	3	14600	3	14600	3	14600	18	87,600
chr13:86,250,000-87,250,000	3	167900	3	167900	3	167900	3	167900	3	167900	3	167900	18	1,007,400
chr13:87,250,000-88,250,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr13:88,250,000-89,250,000	1	2300	1	2300	1	2300	1	2300	1	2300	1	2300	6	13,800
chr13:89,250,000-90,250,000	3	12300	3	12300	3	12300	3	12300	3	12300	3	12300	18	73,800
chr13:90,250,000-91,250,000	1	1600	1	1600	1	1600	1	1600	1	1600	1	1600	6	9,600
chr13:91,250,000-92,250,000	1	16500	1	16500	1	16500	1	16500	1	16500	1	16500	6	99,000
chr13:92,250,000-93,250,000	4	15400	4	15400	4	15400	4	15400	4	15400	4	15400	24	92,400
chr13:93,250,000-94,250,000	1	8400	1	8400	1	8400	1	8400	1	8400	1	8400	6	50,400
chr13:94,250,000-95,250,000	1	6200	1	6200	1	6200	1	6200	1	6200	1	6200	6	37,200
chr13:95,250,000-96,250,000	3	5800	3	5800	3	5800	3	5800	3	5800	3	5800	18	34,800
chr13:96,250,000-97,250,000	5	66000	5	66000	5	66000	5	66000	5	66000	5	66000	30	396,000
chr13:97,250,000-98,250,000	3	150000	3	150000	3	150000	3	150000	3	150000	3	150000	18	900,000
chr13:98,250,000-99,250,000	1	9700	1	9700	1	9700	1	9700	1	9700	1	9700	6	58,200
chr13:99,250,000-100,250,000	1	20500	1	20500	1	20500	1	20500	1	20500	1	20500	6	123,000
chr13:100,250,000-101,250,000	1	2700	1	2700	1	2700	1	2700	1	2700	1	2700	6	16,200
chr13:101,250,000-102,250,000	2	34000	2	34000	2	34000	2	34000	2	34000	2	34000	12	204,000
chr13:102,250,000-103,250,000	4	13400	4	13400	4	13400	4	13400	4	13400	4	13400	24	80,400
chr13:103,250,000-104,250,000	2	6600	2	6600	2	6600	2	6600	2	6600	2	6600	12	39,600
chr13:105,250,000-106,250,000	4	13500	4	13500	4	13500	4	13500	4	13500	4	13500	24	81,000
chr13:106,250,000-107,250,000	3	28700	3	28700	3	28700	3	28700	3	28700	3	28700	18	172,200
chr13:107,250,000-108,250,000	1	6200	1	6200	1	6200	1	6200	1	6200	1	6200	6	37,200
chr13:108,250,000-109,250,000	2	46700	2	46700	2	46700	2	46700	2	46700	2	46700	12	280,200
chr13:109,250,000-110,250,000	1	22600	1	22600	1	22600	1	22600	1	22600	1	22600	6	135,600
chr13:110,250,000-111,250,000	3	71000	3	71000	3	71000	3	71000	3	71000	3	71000	18	426,000
chr13:111,250,000-112,250,000	4	27400	4	27400	4	27400	4	27400	4	27400	4	27400	24	164,400
chr13:112,250,000-113,250,000	5	260400	5	260400	5	260400	5	260400	5	260400	5	260400	30	1,562,400
chr13:113,250,000-114,250,000	8	100700	8	100700	8	100700	8	100700	8	100700	8	100700	48	604,200
chr13:114,250,000-115,169,878	7	450100	7	450100	7	450100	7	450100	7	450100	7	450100	42	2,700,600
chr14:250,000-1,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:1,250,000-2,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:2,250,000-3,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:3,250,000-4,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:4,250,000-5,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:5,250,000-6,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:6,250,000-7,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:7,250,000-8,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:8,250,000-9,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:9,250,000-10,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:10,250,000-11,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:11,250,000-12,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:12,250,000-13,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:13,250,000-14,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:14,250,000-15,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:15,250,000-16,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:16,250,000-17,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:17,250,000-18,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:18,250,000-19,250,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
