	0kb_ELR_min_size		1kb_ELR_min_size		2kb_ELR_min_size		3kb_ELR_min_size		4kb_ELR_min_size		5kb_ELR_min_size		TOTAL	
chr9:40,500,000-41,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:41,500,000-42,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:42,500,000-43,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:43,500,000-44,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:44,500,000-45,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:45,500,000-46,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:46,500,000-47,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:47,500,000-48,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:48,500,000-49,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:49,500,000-50,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:50,500,000-51,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:51,500,000-52,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:52,500,000-53,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:53,500,000-54,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:54,500,000-55,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:55,500,000-56,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:56,500,000-57,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:57,500,000-58,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:58,500,000-59,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:59,500,000-60,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:60,500,000-61,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:61,500,000-62,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:62,500,000-63,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:63,500,000-64,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:64,500,000-65,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:65,500,000-66,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:66,500,000-67,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:67,500,000-68,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:68,500,000-69,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:69,500,000-70,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr9:70,500,000-71,500,000	1	630847	1	630847	1	630847	1	630847	1	630847	1	630847	6	3,785,082
chr9:72,500,000-73,500,000	2	151133	2	151133	2	151133	2	151133	2	151133	2	151133	12	906,798
chr9:78,500,000-79,500,000	2	4100	2	4100	2	4100	2	4100	2	4100	2	4100	12	24,600
chr9:87,500,000-88,500,000	1	1100	1	1100	1	1100	1	1100	1	1100	1	1100	6	6,600
chr9:91,500,000-92,500,000	1	100000	1	100000	1	100000	1	100000	1	100000	1	100000	6	600,000
chr9:92,500,000-93,500,000	1	150000	1	150000	1	150000	1	150000	1	150000	1	150000	6	900,000
chr9:126,500,000-127,500,000	1	177455	1	177455	1	177455	1	177455	1	177455	1	177455	6	1,064,730
chr9:128,500,000-129,500,000	1	68193	1	68193	1	68193	1	68193	1	68193	1	68193	6	409,158
chr9:132,500,000-133,500,000	1	150000	1	150000	1	150000	1	150000	1	150000	1	150000	6	900,000
chr9:136,500,000-137,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr9:138,500,000-139,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr9:139,500,000-140,500,000	1	2500	1	2500	1	2500	1	2500	1	2500	1	2500	6	15,000
chr9:140,500,000-141,213,431	1	214572	1	214572	1	214572	1	214572	1	214572	1	214572	6	1,287,432
chr10:17,500,000-18,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr10:27,500,000-28,500,000	1	131954	1	131954	1	131954	1	131954	1	131954	1	131954	6	791,724
chr10:38,500,000-39,500,000	1	773800	1	773800	1	773800	1	773800	1	773800	1	773800	6	4,642,800
chr10:39,500,000-40,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr10:40,500,000-41,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr10:41,500,000-42,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr10:42,500,000-43,500,000	1	319200	1	319200	1	319200	1	319200	1	319200	1	319200	6	1,915,200
chr10:45,500,000-46,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr10:46,500,000-47,500,000	2	114062	2	114062	2	114062	2	114062	2	114062	2	114062	12	684,372
chr10:47,500,000-48,500,000	3	179169	3	179169	3	179169	3	179169	3	179169	3	179169	18	1,075,014
chr10:48,500,000-49,500,000	2	392796	2	392796	2	392796	2	392796	2	392796	2	392796	12	2,356,776
chr10:50,500,000-51,500,000	2	100000	2	100000	2	100000	2	100000	2	100000	2	100000	12	600,000
chr10:82,500,000-83,500,000	1	81539	1	81539	1	81539	1	81539	1	81539	1	81539	6	489,234
chr10:84,500,000-85,500,000	1	77303	1	77303	1	77303	1	77303	1	77303	1	77303	6	463,818
chr10:87,500,000-88,500,000	1	131348	1	131348	1	131348	1	131348	1	131348	1	131348	6	788,088
chr10:92,500,000-93,500,000	1	132438	1	132438	1	132438	1	132438	1	132438	1	132438	6	794,628
chr10:98,500,000-99,500,000	1	2100	1	2100	1	2100	1	2100	1	2100	1	2100	6	12,600
chr10:102,500,000-103,500,000	1	66940	1	66940	1	66940	1	66940	1	66940	1	66940	6	401,640
chr10:103,500,000-104,500,000	1	134902	1	134902	1	134902	1	134902	1	134902	1	134902	6	809,412
chr10:125,500,000-126,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr10:128,500,000-129,500,000	1	150000	1	150000	1	150000	1	150000	1	150000	1	150000	6	900,000
chr10:132,500,000-133,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr10:133,500,000-134,500,000	2	180772	2	180772	2	180772	2	180772	2	180772	2	180772	12	1,084,632
chr10:134,500,000-135,500,000	1	62400	1	62400	1	62400	1	62400	1	62400	1	62400	6	374,400
chr10:135,500,000-135,534,747	1	34747	1	34747	1	34747	1	34747	1	34747	1	34747	6	208,482
chr11:500,000-1,500,000	5	86300	5	86300	5	86300	5	86300	5	86300	5	86300	30	517,800
chr11:3,500,000-4,500,000	1	2800	1	2800	1	2800	1	2800	1	2800	1	2800	6	16,800
chr11:6,500,000-7,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr11:10,500,000-11,500,000	2	6500	2	6500	2	6500	2	6500	2	6500	2	6500	12	39,000
chr11:30,500,000-31,500,000	1	143221	1	143221	1	143221	1	143221	1	143221	1	143221	6	859,326
chr11:48,500,000-49,500,000	1	337698	1	337698	1	337698	1	337698	1	337698	1	337698	6	2,026,188
chr11:49,500,000-50,500,000	1	391140	1	391140	1	391140	1	391140	1	391140	1	391140	6	2,346,840
chr11:50,500,000-51,500,000	2	882300	2	882300	2	882300	2	882300	2	882300	2	882300	12	5,293,800
chr11:51,500,000-52,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr11:52,500,000-53,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr11:53,500,000-54,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr11:54,500,000-55,500,000	2	486200	2	486200	2	486200	2	486200	2	486200	2	486200	12	2,917,200
chr11:55,500,000-56,500,000	1	60240	1	60240	1	60240	1	60240	1	60240	1	60240	6	361,440
chr11:60,500,000-61,500,000	1	209572	1	209572	1	209572	1	209572	1	209572	1	209572	6	1,257,432
chr11:61,500,000-62,500,000	1	166867	1	166867	1	166867	1	166867	1	166867	1	166867	6	1,001,202
chr11:62,500,000-63,500,000	1	45000	1	45000	1	45000	1	45000	1	45000	1	45000	6	270,000
chr11:63,500,000-64,500,000	1	16803	1	16803	1	16803	1	16803	1	16803	1	16803	6	100,818
chr11:64,500,000-65,500,000	1	90083	1	90083	1	90083	1	90083	1	90083	1	90083	6	540,498
chr11:68,500,000-69,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr11:69,500,000-70,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr11:77,500,000-78,500,000	1	5200	1	5200	1	5200	1	5200	1	5200	1	5200	6	31,200
chr11:84,500,000-85,500,000	1	23700	1	23700	1	23700	1	23700	1	23700	1	23700	6	142,200
chr11:87,500,000-88,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr11:93,500,000-94,500,000	1	19000	1	19000	1	19000	1	19000	1	19000	1	19000	6	114,000
chr11:95,500,000-96,500,000	1	150000	1	150000	1	150000	1	150000	1	150000	1	150000	6	900,000
chr11:99,500,000-100,500,000	1	5900	1	5900	1	5900	1	5900	1	5900	1	5900	6	35,400
chr11:101,500,000-102,500,000	1	6200	1	6200	1	6200	1	6200	1	6200	1	6200	6	37,200
chr11:116,500,000-117,500,000	1	177334	1	177334	1	177334	1	177334	1	177334	1	177334	6	1,064,004
chr11:128,500,000-129,500,000	1	25900	1	25900	1	25900	1	25900	1	25900	1	25900	6	155,400
chr11:134,500,000-135,006,516	1	60000	1	60000	1	60000	1	60000	1	60000	1	60000	6	360,000
chr12:500,000-1,500,000	1	31700	1	31700	1	31700	1	31700	1	31700	1	31700	6	190,200
chr12:1,500,000-2,500,000	1	2100	1	2100	1	2100	1	2100	1	2100	1	2100	6	12,600
chr12:2,500,000-3,500,000	1	21000	1	21000	1	21000	1	21000	1	21000	1	21000	6	126,000
chr12:4,500,000-5,500,000	1	5500	1	5500	1	5500	1	5500	1	5500	1	5500	6	33,000
chr12:5,500,000-6,500,000	1	5000	1	5000	1	5000	1	5000	1	5000	1	5000	6	30,000
chr12:6,500,000-7,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr12:7,500,000-8,500,000	1	12400	1	12400	1	12400	1	12400	1	12400	1	12400	6	74,400
chr12:19,500,000-20,500,000	1	5400	1	5400	1	5400	1	5400	1	5400	1	5400	6	32,400
chr12:20,500,000-21,500,000	2	8600	2	8600	2	8600	2	8600	2	8600	2	8600	12	51,600
chr12:33,500,000-34,500,000	1	28300	1	28300	1	28300	1	28300	1	28300	1	28300	6	169,800
chr12:34,500,000-35,500,000	2	740300	2	740300	2	740300	2	740300	2	740300	2	740300	12	4,441,800
chr12:35,500,000-36,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr12:36,500,000-37,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr12:37,500,000-38,500,000	4	759600	4	759600	4	759600	4	759600	4	759600	4	759600	24	4,557,600
chr12:38,500,000-39,500,000	2	6300	2	6300	2	6300	2	6300	2	6300	2	6300	12	37,800
chr12:40,500,000-41,500,000	1	100101	1	100101	1	100101	1	100101	1	100101	1	100101	6	600,606
chr12:41,500,000-42,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr12:53,500,000-54,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr12:66,500,000-67,500,000	1	4900	1	4900	1	4900	1	4900	1	4900	1	4900	6	29,400
chr12:68,500,000-69,500,000	1	6000	1	6000	1	6000	1	6000	1	6000	1	6000	6	36,000
chr12:69,500,000-70,500,000	1	37000	1	37000	1	37000	1	37000	1	37000	1	37000	6	222,000
chr12:75,500,000-76,500,000	1	13100	1	13100	1	13100	1	13100	1	13100	1	13100	6	78,600
chr12:93,500,000-94,500,000	1	36200	1	36200	1	36200	1	36200	1	36200	1	36200	6	217,200
chr12:96,500,000-97,500,000	1	4900	1	4900	1	4900	1	4900	1	4900	1	4900	6	29,400
chr12:101,500,000-102,500,000	1	8900	1	8900	1	8900	1	8900	1	8900	1	8900	6	53,400
chr12:108,500,000-109,500,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr12:113,500,000-114,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr12:122,500,000-123,500,000	1	58986	1	58986	1	58986	1	58986	1	58986	1	58986	6	353,916
chr12:124,500,000-125,500,000	1	32100	1	32100	1	32100	1	32100	1	32100	1	32100	6	192,600
chr12:125,500,000-126,500,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr12:127,500,000-128,500,000	1	2400	1	2400	1	2400	1	2400	1	2400	1	2400	6	14,400
chr12:130,500,000-131,500,000	1	15000	1	15000	1	15000	1	15000	1	15000	1	15000	6	90,000
chr12:131,500,000-132,500,000	1	13700	1	13700	1	13700	1	13700	1	13700	1	13700	6	82,200
chr12:132,500,000-133,500,000	3	189056	3	189056	3	189056	3	189056	3	189056	3	189056	18	1,134,336
chr12:133,500,000-133,851,895	1	26495	1	26495	1	26495	1	26495	1	26495	1	26495	6	158,970
chr13:500,000-1,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:1,500,000-2,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:2,500,000-3,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:3,500,000-4,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:4,500,000-5,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:5,500,000-6,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:6,500,000-7,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:7,500,000-8,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:8,500,000-9,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:9,500,000-10,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:10,500,000-11,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:11,500,000-12,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:12,500,000-13,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:13,500,000-14,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:14,500,000-15,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:15,500,000-16,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:16,500,000-17,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:17,500,000-18,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr13:18,500,000-19,500,000	2	797900	2	797900	2	797900	2	797900	2	797900	2	797900	12	4,787,400
chr13:19,500,000-20,500,000	6	142200	6	142200	6	142200	6	142200	6	142200	6	142200	36	853,200
chr13:20,500,000-21,500,000	2	22600	2	22600	2	22600	2	22600	2	22600	2	22600	12	135,600
chr13:21,500,000-22,500,000	4	22900	4	22900	4	22900	4	22900	4	22900	4	22900	24	137,400
chr13:22,500,000-23,500,000	1	12900	1	12900	1	12900	1	12900	1	12900	1	12900	6	77,400
chr13:24,500,000-25,500,000	2	37900	2	37900	2	37900	2	37900	2	37900	2	37900	12	227,400
chr13:25,500,000-26,500,000	1	5000	1	5000	1	5000	1	5000	1	5000	1	5000	6	30,000
chr13:27,500,000-28,500,000	1	57900	1	57900	1	57900	1	57900	1	57900	1	57900	6	347,400
chr13:28,500,000-29,500,000	1	23200	1	23200	1	23200	1	23200	1	23200	1	23200	6	139,200
chr13:29,500,000-30,500,000	3	62100	3	62100	3	62100	3	62100	3	62100	3	62100	18	372,600
chr13:30,500,000-31,500,000	3	56800	3	56800	3	56800	3	56800	3	56800	3	56800	18	340,800
chr13:31,500,000-32,500,000	3	7700	3	7700	3	7700	3	7700	3	7700	3	7700	18	46,200
chr13:32,500,000-33,500,000	4	205157	4	205157	4	205157	4	205157	4	205157	4	205157	24	1,230,942
chr13:33,500,000-34,500,000	1	1800	1	1800	1	1800	1	1800	1	1800	1	1800	6	10,800
chr13:34,500,000-35,500,000	2	24900	2	24900	2	24900	2	24900	2	24900	2	24900	12	149,400
chr13:35,500,000-36,500,000	2	32600	2	32600	2	32600	2	32600	2	32600	2	32600	12	195,600
chr13:36,500,000-37,500,000	2	28700	2	28700	2	28700	2	28700	2	28700	2	28700	12	172,200
chr13:37,500,000-38,500,000	2	12400	2	12400	2	12400	2	12400	2	12400	2	12400	12	74,400
chr13:38,500,000-39,500,000	2	38600	2	38600	2	38600	2	38600	2	38600	2	38600	12	231,600
chr13:39,500,000-40,500,000	1	5400	1	5400	1	5400	1	5400	1	5400	1	5400	6	32,400
chr13:40,500,000-41,500,000	5	153700	5	153700	5	153700	5	153700	5	153700	5	153700	30	922,200
chr13:41,500,000-42,500,000	6	219000	6	219000	6	219000	6	219000	6	219000	6	219000	36	1,314,000
chr13:42,500,000-43,500,000	3	42500	3	42500	3	42500	3	42500	3	42500	3	42500	18	255,000
chr13:43,500,000-44,500,000	2	23400	2	23400	2	23400	2	23400	2	23400	2	23400	12	140,400
chr13:44,500,000-45,500,000	2	12500	2	12500	2	12500	2	12500	2	12500	2	12500	12	75,000
chr13:45,500,000-46,500,000	1	53400	1	53400	1	53400	1	53400	1	53400	1	53400	6	320,400
chr13:46,500,000-47,500,000	1	25100	1	25100	1	25100	1	25100	1	25100	1	25100	6	150,600
chr13:47,500,000-48,500,000	2	95600	2	95600	2	95600	2	95600	2	95600	2	95600	12	573,600
chr13:48,500,000-49,500,000	3	178700	3	178700	3	178700	3	178700	3	178700	3	178700	18	1,072,200
chr13:49,500,000-50,500,000	2	30500	2	30500	2	30500	2	30500	2	30500	2	30500	12	183,000
chr13:50,500,000-51,500,000	5	149300	5	149300	5	149300	5	149300	5	149300	5	149300	30	895,800
chr13:51,500,000-52,500,000	4	257300	4	257300	4	257300	4	257300	4	257300	4	257300	24	1,543,800
chr13:52,500,000-53,500,000	3	289300	3	289300	3	289300	3	289300	3	289300	3	289300	18	1,735,800
chr13:53,500,000-54,500,000	2	29600	2	29600	2	29600	2	29600	2	29600	2	29600	12	177,600
chr13:54,500,000-55,500,000	1	1800	1	1800	1	1800	1	1800	1	1800	1	1800	6	10,800
chr13:55,500,000-56,500,000	2	5700	2	5700	2	5700	2	5700	2	5700	2	5700	12	34,200
chr13:56,500,000-57,500,000	1	2900	1	2900	1	2900	1	2900	1	2900	1	2900	6	17,400
chr13:57,500,000-58,500,000	5	54700	5	54700	5	54700	5	54700	5	54700	5	54700	30	328,200
chr13:58,500,000-59,500,000	2	8800	2	8800	2	8800	2	8800	2	8800	2	8800	12	52,800
chr13:59,500,000-60,500,000	1	2500	1	2500	1	2500	1	2500	1	2500	1	2500	6	15,000
chr13:60,500,000-61,500,000	3	11600	3	11600	3	11600	3	11600	3	11600	3	11600	18	69,600
chr13:61,500,000-62,500,000	4	18000	4	18000	4	18000	4	18000	4	18000	4	18000	24	108,000
chr13:63,500,000-64,500,000	3	115600	3	115600	3	115600	3	115600	3	115600	3	115600	18	693,600
chr13:66,500,000-67,500,000	4	16300	4	16300	4	16300	4	16300	4	16300	4	16300	24	97,800
chr13:67,500,000-68,500,000	2	8900	2	8900	2	8900	2	8900	2	8900	2	8900	12	53,400
chr13:68,500,000-69,500,000	2	17200	2	17200	2	17200	2	17200	2	17200	2	17200	12	103,200
chr13:69,500,000-70,500,000	1	5300	1	5300	1	5300	1	5300	1	5300	1	5300	6	31,800
chr13:70,500,000-71,500,000	1	5200	1	5200	1	5200	1	5200	1	5200	1	5200	6	31,200
chr13:71,500,000-72,500,000	2	6700	2	6700	2	6700	2	6700	2	6700	2	6700	12	40,200
chr13:72,500,000-73,500,000	2	8800	2	8800	2	8800	2	8800	2	8800	2	8800	12	52,800
chr13:73,500,000-74,500,000	2	24900	2	24900	2	24900	2	24900	2	24900	2	24900	12	149,400
chr13:74,500,000-75,500,000	2	11900	2	11900	2	11900	2	11900	2	11900	2	11900	12	71,400
chr13:75,500,000-76,500,000	4	80900	4	80900	4	80900	4	80900	4	80900	4	80900	24	485,400
chr13:76,500,000-77,500,000	4	22900	4	22900	4	22900	4	22900	4	22900	4	22900	24	137,400
chr13:77,500,000-78,500,000	3	18000	3	18000	3	18000	3	18000	3	18000	3	18000	18	108,000
chr13:78,500,000-79,500,000	2	20400	2	20400	2	20400	2	20400	2	20400	2	20400	12	122,400
chr13:79,500,000-80,500,000	3	32300	3	32300	3	32300	3	32300	3	32300	3	32300	18	193,800
chr13:80,500,000-81,500,000	2	6700	2	6700	2	6700	2	6700	2	6700	2	6700	12	40,200
chr13:81,500,000-82,500,000	3	21300	3	21300	3	21300	3	21300	3	21300	3	21300	18	127,800
chr13:82,500,000-83,500,000	3	11100	3	11100	3	11100	3	11100	3	11100	3	11100	18	66,600
chr13:83,500,000-84,500,000	1	2100	1	2100	1	2100	1	2100	1	2100	1	2100	6	12,600
chr13:84,500,000-85,500,000	3	10500	3	10500	3	10500	3	10500	3	10500	3	10500	18	63,000
chr13:85,500,000-86,500,000	3	25900	3	25900	3	25900	3	25900	3	25900	3	25900	18	155,400
chr13:86,500,000-87,500,000	4	159600	4	159600	4	159600	4	159600	4	159600	4	159600	24	957,600
chr13:87,500,000-88,500,000	1	2300	1	2300	1	2300	1	2300	1	2300	1	2300	6	13,800
chr13:88,500,000-89,500,000	2	6300	2	6300	2	6300	2	6300	2	6300	2	6300	12	37,800
chr13:89,500,000-90,500,000	1	6000	1	6000	1	6000	1	6000	1	6000	1	6000	6	36,000
chr13:90,500,000-91,500,000	2	18100	2	18100	2	18100	2	18100	2	18100	2	18100	12	108,600
chr13:91,500,000-92,500,000	1	3400	1	3400	1	3400	1	3400	1	3400	1	3400	6	20,400
chr13:92,500,000-93,500,000	3	12000	3	12000	3	12000	3	12000	3	12000	3	12000	18	72,000
chr13:93,500,000-94,500,000	1	8400	1	8400	1	8400	1	8400	1	8400	1	8400	6	50,400
chr13:94,500,000-95,500,000	2	7700	2	7700	2	7700	2	7700	2	7700	2	7700	12	46,200
chr13:95,500,000-96,500,000	4	32200	4	32200	4	32200	4	32200	4	32200	4	32200	24	193,200
chr13:96,500,000-97,500,000	3	38100	3	38100	3	38100	3	38100	3	38100	3	38100	18	228,600
chr13:97,500,000-98,500,000	4	159700	4	159700	4	159700	4	159700	4	159700	4	159700	24	958,200
chr13:98,500,000-99,500,000	1	20500	1	20500	1	20500	1	20500	1	20500	1	20500	6	123,000
chr13:100,500,000-101,500,000	2	31300	2	31300	2	31300	2	31300	2	31300	2	31300	12	187,800
chr13:101,500,000-102,500,000	3	11100	3	11100	3	11100	3	11100	3	11100	3	11100	18	66,600
chr13:102,500,000-103,500,000	2	7700	2	7700	2	7700	2	7700	2	7700	2	7700	12	46,200
chr13:103,500,000-104,500,000	2	6600	2	6600	2	6600	2	6600	2	6600	2	6600	12	39,600
chr13:104,500,000-105,500,000	1	1600	1	1600	1	1600	1	1600	1	1600	1	1600	6	9,600
chr13:105,500,000-106,500,000	3	11900	3	11900	3	11900	3	11900	3	11900	3	11900	18	71,400
chr13:106,500,000-107,500,000	4	34900	4	34900	4	34900	4	34900	4	34900	4	34900	24	209,400
chr13:108,500,000-109,500,000	2	46700	2	46700	2	46700	2	46700	2	46700	2	46700	12	280,200
chr13:109,500,000-110,500,000	1	22600	1	22600	1	22600	1	22600	1	22600	1	22600	6	135,600
chr13:110,500,000-111,500,000	3	71000	3	71000	3	71000	3	71000	3	71000	3	71000	18	426,000
chr13:111,500,000-112,500,000	5	173406	5	173406	5	173406	5	173406	5	173406	5	173406	30	1,040,436
chr13:112,500,000-113,500,000	7	120694	7	120694	7	120694	7	120694	7	120694	7	120694	42	724,164
chr13:113,500,000-114,500,000	8	272300	8	272300	8	272300	8	272300	8	272300	8	272300	48	1,633,800
chr13:114,500,000-115,169,878	5	272200	5	272200	5	272200	5	272200	5	272200	5	272200	30	1,633,200
chr14:500,000-1,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:1,500,000-2,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:2,500,000-3,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:3,500,000-4,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:4,500,000-5,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:5,500,000-6,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:6,500,000-7,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:7,500,000-8,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:8,500,000-9,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:9,500,000-10,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:10,500,000-11,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:11,500,000-12,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:12,500,000-13,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr14:13,500,000-14,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
